place_name,place_address,orig_lat,orig_lng,naver_place_id,naver_url,naver_lat,naver_lng,match_confidence,matched_name,matched_address,verification_status,mismatch_flag,mismatch_reason
식현1리 마을회관,경기 파주시 적성면 국사로54번길 72,37.950028,126.894844,19315738,https://map.naver.com/p/entry/place/19315738,37.9500057,126.8948058,high,식현1리마을회관,경기 파주시 적성면 국사로54번길 72 경기 파주시 적성면 식현리 244-1,verified,false,
예담원 장례식장,경기 파주시 문산읍 화석정로 31,37.876606,126.804543,36923924,https://map.naver.com/p/entry/place/36923924,37.8760699,126.8038569,high,예담장례식장,경기 파주시 문산읍 화석정로 31 경기 파주시 문산읍 선유리 337-1,verified,false,
블라썸,경기 파주시 가람로21번길 46,37.736152,126.752498,1746984806,https://map.naver.com/p/entry/place/1746984806,37.7361571,126.7524899,mid,운정 블라썸 꽃집,경기 파주시 가람로21번길 46 1층 경기 파주시 와동동 1658-1,verified,false,
더스테이지,경기 파주시 문발로 330,37.722314,126.692038,1333613078,https://map.naver.com/p/entry/place/1333613078,37.722326,126.6920814,high,더스테이지,경기 파주시 문발로 330 경기 파주시 문발동 636-1,verified,false,
써브웨이 파주야당역점,경기 파주시 경의로 1080,37.713811,126.759953,1803979593,https://map.naver.com/p/entry/place/1803979593,37.7136979,126.7602099,high,써브웨이 파주야당역점,경기 파주시 경의로 1080 102호 경기 파주시 야당동 1070,verified,false,
서강빌딩,경기 고양시 일산서구 강성로 239,37.675718,126.750334,32528312,https://map.naver.com/p/entry/place/32528312,37.6757095,126.7503569,high,서강빌딩,경기 고양시 일산서구 강성로 239 경기 고양시 일산서구 대화동 2198-1,verified,false,
소노캄고양 웨스트타워,경기 고양시 일산동구 태극로 18,37.662564,126.750200,1812691028,https://map.naver.com/p/entry/place/1812691028,37.6625944,126.7500977,high,소노캄고양웨스트타워,경기 고양시 일산동구 태극로 18 소노캄고양웨스트타워 경기 고양시 일산동구 장항동 1755,verified,false,
백합칼국수&보쌈,경기 고양시 일산동구 강촌로12번길 8-6,37.645284,126.777914,1212343333,https://map.naver.com/p/entry/place/1212343333,37.6452707,126.7779654,high,백합칼국수&보쌈,경기 고양시 일산동구 강촌로12번길 8-6 1층 경기 고양시 일산동구 백석동 1458-1,verified,false,
강화대교,경기 김포시 월곶면 성동리,37.746106,126.537462,19106759,https://map.naver.com/p/entry/place/19106759,37.7335576,126.5236626,mid,강화대교,경기 김포시 월곶면 성동리,verified,false,
하남돼지집 풍산 직영점,경기 하남시 미사강변중앙로 43,37.550956,127.192867,35720246,https://map.naver.com/p/entry/place/35720246,37.5509999,127.1930366,mid,하남돼지집 본점,경기 하남시 미사강변중앙로 43 1층 경기 하남시 풍산동 591,verified,false,
소전미술관,경기 시흥시 소래산길 41,37.451968,126.785501,11620372,https://map.naver.com/p/entry/place/11620372,37.4519795,126.7854851,high,소전미술관,경기 시흥시 소래산길 41 소전미술관 경기 시흥시 대야동 420-106,verified,false,
동우여자고등학교,경기 수원시 장안구 장안로 426-1,37.319874,126.982389,12032064,https://map.naver.com/p/entry/place/12032064,37.3191209,126.9829372,high,동우여자고등학교,경기 수원시 장안구 장안로 426-1 동우여자고등학교 경기 수원시 장안구 이목동 240,verified,false,
일월수목원,경기 수원시 장안구 일월로 61,37.287781,126.976476,1751677198,https://map.naver.com/p/entry/place/1751677198,37.2883577,126.9760421,high,일월수목원,경기 수원시 장안구 일월로 61 일월수목원 경기 수원시 장안구 천천동 430,verified,false,
송지호해수욕장,강원 고성군 죽왕면 오호리 8,38.329695,128.526805,13491067,https://map.naver.com/p/entry/place/13491067,38.330814,128.527875,high,송지호해수욕장,강원 고성군 죽왕면,verified,false,
오호항,강원 고성군 죽왕면 심층수길 40-15,38.327144,128.529911,37781643,https://map.naver.com/p/entry/place/37781643,38.3254048,128.529286,high,오호항,강원 고성군 죽왕면 오호리,verified,false,
만항재,강원 정선군 고한읍 고한리 산 216-37,37.150774,128.900589,848294587,https://map.naver.com/p/entry/place/848294587,37.1487091,128.8994813,high,만항재,강원 정선군 고한읍 고한리 산216-37,verified,false,
오송생명로,충북 청주시 흥덕구 오송읍 오송생명로 186,36.631115,127.329616,,,,,failed,,,not_matched,false,
오송생명1로(프레스티지바이오로직스앞),충북 청주시 흥덕구 오송읍 오송생명1로 197,36.637413,127.322180,,,,,failed,,,not_matched,false,
베스티안병원,충북 청주시 흥덕구 오송읍 오송생명1로 191,36.636429,127.321641,1885165055,https://map.naver.com/p/entry/place/1885165055,36.6364891,127.3216461,high,베스티안병원,충북 청주시 흥덕구 오송읍 오송생명1로 191 충북 청주시 흥덕구 오송읍 연제리 682-1,verified,false,
건지마을 풍경포인트,충북 충주시 동량면 조동리 824-1,37.024237,127.974395,,,,,failed,,,not_matched,false,
괴산휴게소(양평방향),충북 괴산군 중부내륙고속도로 204,36.831822,127.960203,13279451,https://map.naver.com/p/entry/place/13279451,36.8318886,127.9601446,high,괴산휴게소(양평방향),충북 괴산군 장연면 중부내륙고속도로 204 충북 괴산군 장연면 오가리 293-2,verified,false,
내응새마을회관,충북 괴산군 연풍면 유상3길 6,36.782383,127.981667,17836868,https://map.naver.com/p/entry/place/17836868,36.7823992,127.9816344,high,내응새마을회관,충북 괴산군 연풍면 유상3길 6 충북 괴산군 연풍면 유하리 64-1,verified,false,
연풍순교성지,충북 괴산군 연풍면 중앙로홍문2길 14,36.763874,127.993876,12950355,https://map.naver.com/p/entry/place/12950355,36.7623622,127.996273,high,연풍순교성지주차장,충북 괴산군 연풍면 삼풍리 257-1,verified,false,
인포 정육점식당,충북 옥천군 안내면 현리길 86-1,36.393906,127.659741,,,,,failed,,,not_matched,false,
왕지3길 신안농원쪽,충남 천안시 서북구 성환읍 왕지3길 50,36.910877,127.096541,,,,,failed,,,not_matched,false,
왕지3길 정부지원농산물간이집하장 쪽,충남 천안시 서북구 성환읍 왕지3길 100,36.913849,127.095814,,,,,failed,,,not_matched,false,
이화동길33번길쪽,충남 아산시 둔포면 신왕리 279,36.915931,127.090237,,,,,failed,,,not_matched,false,
이화동길33번길쪽(2),충남 아산시 둔포면 신왕리 130-2,36.911182,127.093110,,,,,failed,,,not_matched,false,
이화동길33번길쪽(3),충남 아산시 둔포면 신왕리 산 3-1,36.909125,127.091079,,,,,failed,,,not_matched,false,
왕림리,충남 천안시 서북구 성환읍 왕림리 592,36.909354,127.093468,,,,,failed,,,not_matched,false,
장항송림산림욕장,충남 서천군 장항읍 송림리 산 65,36.015445,126.666501,1821763446,https://map.naver.com/p/entry/place/1821763446,36.0139785,126.6668679,low,장항송림자연휴양림 제4주차장,충남 서천군 장항읍 충남 서천군 장항읍 송림리 774-1,verified,false,
서천유스호스텔,충남 서천군 장항읍 장항산단로34번길 72-40,36.022092,126.666230,35493577,https://map.naver.com/p/entry/place/35493577,36.022028,126.6662347,high,서천유스호스텔,충남 서천군 장항읍 장항산단로34번길 72-40 충남 서천군 장항읍 송림리 762-85,verified,false,
성일복지원,충남 서천군 장항읍 장항산단로34번길 70,36.022229,126.667273,13064009,https://map.naver.com/p/entry/place/13064009,36.0224286,126.667041,high,성일복지원,충남 서천군 장항읍 장항산단로34번길 70 성일복지원 충남 서천군 장항읍 송림리 762-1,verified,false,
익산교도소세트장,전북 익산시 성당면 함낭로 207,36.069431,126.930601,37471479,https://map.naver.com/p/entry/place/37471479,36.0695673,126.9315194,high,익산 교도소 세트장,전북 익산시 성당면 함낭로 207 전북 익산시 성당면 와초리 154-4,verified,false,
용연길 다리,경북 문경시 문경읍 용연리 437-1,36.777196,128.169364,,,,,failed,,,not_matched,false,
용연길 다리지나서,경북 문경시 문경읍 용연리 702,36.777244,128.168099,,,,,failed,,,not_matched,false,
용연리(1),경북 문경시 문경읍 용연길 80,36.776670,128.171891,,,,,failed,,,precheck:enumerated_area_name,false,
용연리삼거리,경북 문경시 문경읍 용연리 252-2,36.776147,128.172518,,,,,failed,,,not_matched,false,
용연리(2),경북 문경시 문경읍 용연길 91,36.777024,128.173095,,,,,failed,,,precheck:enumerated_area_name,false,
용연리(2-2),경북 문경시 문경읍 용연길 101,36.777005,128.174206,,,,,failed,,,precheck:enumerated_area_name,false,
용연리(3),경북 문경시 문경읍 용연안길 16-2,36.776596,128.173790,,,,,failed,,,precheck:enumerated_area_name,false,
용연리(4),경북 문경시 문경읍 용연리 280,36.776377,128.174191,,,,,failed,,,precheck:enumerated_area_name,false,
용연리(5),경북 문경시 문경읍 용연안길 22,36.776309,128.174579,,,,,failed,,,precheck:enumerated_area_name,false,
용연리(6),경북 문경시 문경읍 용연길 107,36.776955,128.175033,,,,,failed,,,precheck:enumerated_area_name,false,
용연리(7),경북 문경시 문경읍 용연길 111,36.777090,128.175793,,,,,failed,,,precheck:enumerated_area_name,false,
용연리(8),경북 문경시 문경읍 용연길 145,36.776319,128.178998,,,,,failed,,,precheck:enumerated_area_name,false,
위만리(1),경북 문경시 산양면 위만리 86,36.640644,128.301311,,,,,failed,,,precheck:enumerated_area_name,false,
위만리(2),경북 문경시 산양면 위만리 440,36.639557,128.301240,,,,,failed,,,precheck:enumerated_area_name,false,
위만리(3),경북 문경시 산양면 위만길 26,36.638083,128.301996,,,,,failed,,,precheck:enumerated_area_name,false,
위만리(4),경북 문경시 산양면 위만길 1,36.636177,128.302561,,,,,failed,,,precheck:enumerated_area_name,false,
위만리(5),경북 문경시 산양면 위만리 산 30,36.636697,128.300762,,,,,failed,,,precheck:enumerated_area_name,false,
문경활공랜드,경북 문경시 문경읍 활공장길 80,36.736299,128.153851,11537074,https://map.naver.com/p/entry/place/11537074,36.7362999,128.1538421,high,문경활공랜드,경북 문경시 문경읍 활공장길 80 문경활공랜드 경북 문경시 문경읍 고요리 437-3,verified,false,
문경맛집순대,경북 문경시 문경읍 주흘1길 15,36.735610,128.105937,1616275672,https://map.naver.com/p/entry/place/1616275672,36.7356167,128.1061214,high,문경맛집순대,경북 문경시 문경읍 주흘1길 15 경북 문경시 문경읍 하리 102,verified,false,
문희로,경북 문경시 문경읍 문희로 24,36.734423,128.108664,,,,,failed,,,not_matched,false,
유월의가드니아,경북 문경시 문경읍 온천5길 1,36.731414,128.109548,1215577002,https://map.naver.com/p/entry/place/1215577002,36.7314142,128.1095481,high,유월의가드니아,"경북 문경시 문경읍 온천5길 1 , 1층 경북 문경시 문경읍 하리 364-6 1층",verified,false,
봉득교,경북 문경시 마성면 신현리 244-23,36.669446,128.123698,15402117,https://map.naver.com/p/entry/place/15402117,36.6693145,128.1233356,high,봉득교,경북 문경시 마성면 신현리,verified,false,
문경에코월드,경북 문경시 가은읍 왕능길 114,36.655268,128.059185,11783969,https://map.naver.com/p/entry/place/11783969,36.6551017,128.0592992,high,문경 에코월드,경북 문경시 가은읍 왕능길 114 경북 문경시 가은읍 왕능리 480-4,verified,false,
잉카마야박물관캠핑장,경북 문경시 가은읍 전곡길 13-10,36.611853,128.025019,36873816,https://map.naver.com/p/entry/place/36873816,36.6116423,128.0250224,high,잉카마야박물관캠핑장,경북 문경시 가은읍 전곡길 13-10 경북 문경시 가은읍 전곡리 288-2,verified,false,
구랑리철로자전거,경북 문경시 마성면 구랑로 20,36.661025,128.099308,33244399,https://map.naver.com/p/entry/place/33244399,36.6609923,128.0994559,high,구랑리철로자전거,경북 문경시 마성면 구랑로 20 구랑리역 경북 문경시 마성면 하내리 262-1,verified,false,
장군복싱클럽,경북 문경시 중앙10길 9,36.598650,128.203010,1091182801,https://map.naver.com/p/entry/place/1091182801,36.5986503,128.2030103,high,장군복싱클럽,경북 문경시 중앙10길 9 문희타워3층 경북 문경시 점촌동 54-8,verified,false,
엘포리캠핑장,경북 포항시 북구 기계면 학야길215번길 49,36.049141,129.198911,35887230,https://map.naver.com/p/entry/place/35887230,36.0452119,129.1992691,low,엘포리글램핑,경북 포항시 북구 기계면 학야길215번길 49 경북 포항시 북구 기계면 학야리 749-2,verified,false,
사유원,대구 군위군 부계면 치산효령로 1150,36.095558,128.686011,1491443249,https://map.naver.com/p/entry/place/1491443249,36.0956061,128.6860953,high,사유원,대구 군위군 부계면 치산효령로 1150 사유원 제1주차장 치허문 대구 군위군 부계면 창평리 산59-1,verified,false,
더현대대구,대구 중구 달구벌대로 2077,35.866630,128.590626,1859082879,https://map.naver.com/p/entry/place/1859082879,35.866631,128.5911081,high,레고 더현대 대구,대구 중구 달구벌대로 2077 더현대 대구 지하2층 대구 중구 계산동2가 200,verified,false,
Fonte de Neptuno,"Rathausstraße 1, 10178 Berlin, 독일",,,,,,,failed,,,not_matched,false,
Botanischer Duftgarten,"Am Duftgarten 1, 32791 Lage, 독일",,,,,,,failed,,,not_matched,false,
Schloss Sanssouci(상수시궁전),"Maulbeerallee, 14469 Potsdam, 독일",,,,,,,failed,,,not_matched,false,
Charité Campus Benjamin Franklin,"Hindenburgdamm 30, 12203 Berlin, 독일",,,,,,,failed,,,not_matched,false,
Berliner Dom(베를린 돔),"Am Lustgarten, 10178 Berlin, 독일",,,,,,,failed,,,not_matched,false,
Frankfurt (Main) Platz der Republik,"60329 Innenstadt I, 독일",,,,,,,failed,,,not_matched,false,
마인강 옆,"Mainkai 35a, 60311 Frankfurt am Main, 독일",,,,,,,failed,,,not_matched,false,
Eiserner Steg(아이젤너 다리),"Eiserner Steg, 60311 Frankfurt am Main, 독일",,,,,,,failed,,,not_matched,false,
아이젤너 다리 앞,"Mainkai 36, 60311 Frankfurt am Main, 독일",,,,,,,failed,,,not_matched,false,
Mainuferpark süden,"Unnamed Road,60594, Frankfurt am Main, 독일",,,,,,,failed,,,not_matched,false,
Meral Imbiss,"Schaumainkai 35, 60594 Frankfurt am Main, 독일",,,,,,,failed,,,not_matched,false,
Nikolassee,14129 베를린 독일,,,,,,,failed,,,not_matched,false,
Nervenzentrum Potsdam,"Otto-Braun-Platz 1, 14467 Potsdam, 독일",,,,,,,failed,,,not_matched,false,
Deutschherrnbrücke,"Deutschherrnbrücke, 60314 Frankfurt am Main, 독일",,,,,,,failed,,,not_matched,false,
Mayfarthstraße,"Eytelweinstraße 1, 60314 Frankfurt am Main, 독일",,,,,,,failed,,,not_matched,false,
Goethestraße,"Goethestraße 2, 60313 Frankfurt am Main, 독일",,,,,,,failed,,,not_matched,false,
Faber-Castell Flagship Store Frankfurt,"Steinweg 12, 60313 Frankfurt am Main, 독일",,,,,,,failed,,,not_matched,false,
AMRIT Restaurant Schoneberg,"Winterfeldtstraße 40, 10781 Berlin, 독일",,,,,,,failed,,,not_matched,false,
Winterfeldtstraße,"Winterfeldtstraße 40, 10781 Berlin, 독일",,,,,,,failed,,,not_matched,false,
Wochenmarkt Winterfeldtplatz,"Winterfeldtplatz, Berlin, 독일",,,,,,,failed,,,not_matched,false,
Spreebogen,"10117 Berlin, 독일",,,,,,,failed,,,not_matched,false,
Rooftop terrace at Hotel de Rome,"Behrenstraße 37, 10117 Berlin, 독일",,,,,,,failed,,,not_matched,false,
Oberbaumbrücke,"10243 베를린-Friedrichshain-Kreuzberg, 독일",,,,,,,failed,,,not_matched,false,
Alter St.-Matthäus-Kirchhof,"Großgörschenstraße 12, 10829 Berlin, 독일",,,,,,,failed,,,not_matched,false,
James-Simon-Park,"Burgstraße 28, 10178 Berlin, 독일",,,,,,,failed,,,not_matched,false,
샤리테병원,"Charitépl. 1, 10117 Berlin, 독일",,,,,,,failed,,,not_matched,false,
월도프 아스토리아 베를린,"Hardenbergstraße 28, 10623 Berlin, 독일",,,,,,,failed,,,not_matched,false,
Dircksenstraße 136-132,"Dircksenstraße 136, 10178 Berlin, 독일",,,,,,,failed,,,not_matched,false,
Glienicker Brücke,"Königstraße, 14467 Berlin, 독일",,,,,,,failed,,,not_matched,false,
디와이피엔에프 마곡사옥,서울 강서구 마곡중앙8로7길 39,37.564404,126.838941,1339558110,https://map.naver.com/p/entry/place/1339558110,37.5643774,126.8389412,high,디와이피엔에프 마곡사옥,서울 강서구 마곡중앙8로7길 39 서울 강서구 마곡동 785-5,verified,false,
신정중앙로19길,서울 양천구 신정중앙로19길 8,37.527193,126.861766,,,,,failed,,,not_matched,false,
여의대로,서울 영등포구 여의도동 23-4,37.524235,126.923360,,,,,failed,,,not_matched,false,
다소유,서울 영등포구 영중로 97,37.525009,126.905151,37005784,https://map.naver.com/p/entry/place/37005784,37.5250122,126.9051585,high,다소유,서울 영등포구 영중로 97 2층 서울 영등포구 영등포동7가 70-1,verified,false,
신설동1억해장국267,서울 동대문구 난계로26길 7,37.572311,127.023940,,,,,failed,,,not_matched,false,
도래집,서울 동대문구 경희대로1가길 3,37.591988,127.051231,2013967959,https://map.naver.com/p/entry/place/2013967959,37.4947287,126.5476975,low,도래집밥,인천 영종구 운중로 130 인천 영종구 중산동 1457-4,verified,false,
GS25장위화랑점,서울 성북구 돌곶이로27길 59-7,37.610566,127.053100,1492657883,https://map.naver.com/p/entry/place/1492657883,37.6104668,127.0530871,high,GS25 장위화랑점,서울 성북구 돌곶이로27길 59-7 1층 서울 성북구 장위동 66-242,verified,false,
뵈르뵈르 성수본점,서울 성동구 연무장7길 8,37.543302,127.054591,,,,,failed,,,not_matched,false,
덕성여자대학교,서울 도봉구 삼양로144길 33,37.652470,127.015835,11591538,https://map.naver.com/p/entry/place/11591538,37.6515353,127.0166028,high,덕성여자대학교,서울 도봉구 삼양로144길 33 덕성여대 서울 도봉구 쌍문동 419,verified,false,
마방로10길,서울 서초구 마방로10길 34-5,37.475775,127.044166,,,,,failed,,,not_matched,false,
언남11길,서울 서초구 언남11길 34-13,37.475981,127.043589,,,,,failed,,,not_matched,false,
남부순환로358길,서울 서초구 남부순환로 2640-11,37.484615,127.039644,,,,,failed,,,not_matched,false,
이화빌딩,서울 서초구 강남대로34길 69,37.484107,127.039654,18748976,https://map.naver.com/p/entry/place/18748976,37.484113,127.0396691,high,이화빌딩,서울 서초구 강남대로34길 69 서울 서초구 양재동 8-21,verified,false,
강남대로34길,서울 서초구 강남대로34길 53,37.483969,127.038794,,,,,failed,,,not_matched,false,
메가커피 양재말죽거리점앞,서울 서초구 남부순환로356길 33,37.483560,127.038220,,,,,failed,,,not_matched,false,
서초중앙로31길,서울 서초구 서초중앙로31길 18,37.499667,127.010334,,,,,failed,,,not_matched,false,
쏠살롱,서울 서초구 서초중앙로31길 14,37.499685,127.010707,719466724,https://map.naver.com/p/entry/place/719466724,37.5025435,127.035357,low,서울살롱,서울 강남구 테헤란로25길 30 서울 강남구 역삼동 641-17,verified,false,
신반포로,서울 서초구 신반포로 213,37.507271,127.007271,19585706,https://map.naver.com/p/entry/place/19585706,37.50465,127,mid,신반포로,서울 서초구 반포동,verified,false,
고속터미널역,서울 서초구 신반포로 지하 188,37.504927,127.004950,13479417,https://map.naver.com/p/entry/place/13479417,37.5049055,127.0049753,high,고속터미널역 3호선,"서울 서초구 신반포로 188 , B2층 서울 서초구 반포동 19-11",verified,false,
강남대로,서울 서초구 강남대로 565,37.512224,127.020313,,,,,failed,,,not_matched,false,
강남역사거리,서울 강남구 역삼동,37.495367,127.033065,18782881,https://map.naver.com/p/entry/place/18782881,37.4979345,127.0275875,low,강남역사거리,서울 서초구 서초동,verified,false,
파라디이스시티 새라새,인천 영종구 영종해안남로321번길 186,37.437412,126.455555,,,,,failed,,,not_matched,false,
진궁 운중점,경기 성남시 분당구 운중로125번길 3-5,37.392606,127.076855,20332485,https://map.naver.com/p/entry/place/20332485,37.3925842,127.0768584,high,진궁 운중점,경기 성남시 분당구 운중로125번길 3-5 1층 경기 성남시 분당구 운중동 978-2,verified,false,
정림치안센터,대전 서구 정림동로 8-5,36.304209,127.366685,16136206,https://map.naver.com/p/entry/place/16136206,36.3042012,127.3666941,high,정림치안센터,대전 서구 정림동로 8-5 대전 서구 정림동 637-1,verified,false,
부안영상테마파크,전북 부안군 변산면 격포로 309-64,35.621797,126.485367,1096343920,https://map.naver.com/p/entry/place/1096343920,35.6217859,126.4853751,high,부안영상테마파크,전북 부안군 변산면 격포로 309-64 전북 부안군 변산면 격포리 374,verified,false,
인생네컷 연남점,서울 마포구 양화로23길 34,37.559813,126.924909,1279621970,https://map.naver.com/p/entry/place/1279621970,37.5598273,126.9248469,high,인생네컷 연남점,서울 마포구 양화로23길 34 1층 서울 마포구 동교동 148-11,verified,false,
콘래드서울 37그릴앤바,서울 영등포구 국제금융로 10,37.525178,126.924877,,,,,failed,,,not_matched,false,
이데아빌딩,서울 동작구 노량진로 146,37.513266,126.942168,19020049,https://map.naver.com/p/entry/place/19020049,37.513382,126.942218,high,이데아빌딩,서울 동작구 노량진동 노량진로 146 이데아빌딩 서울 동작구 노량진동 72-22,verified,false,
남산타워,서울 용산구 남산공원길 105,37.551123,126.987868,1066834125,https://map.naver.com/p/entry/place/1066834125,37.5510548,126.9878822,high,리치웰남산타워,서울 용산구 남산공원길 105 5층 전망대 입구 서울 용산구 용산동2가 산1-3,verified,false,
마인드카페 심리상담센터 용산점,서울 용산구 장문로 23,37.528566,126.993107,1677118576,https://map.naver.com/p/entry/place/1677118576,37.5285648,126.9931163,high,마인드카페 심리상담센터 용산점,서울 용산구 장문로 23 지하1층 101호 MINDCAFE 서울 용산구 이태원동 22-76,verified,false,
서진빌딩2,서울 종로구 돈화문로 55,37.573452,126.991067,1109431512,https://map.naver.com/p/entry/place/1109431512,37.5734809,126.9910673,high,서진빌딩2,서울 종로구 돈화문로 55 서울 종로구 묘동 153-1,verified,false,
하나로마트 창동점,서울 도봉구 마들로11길 20,37.655111,127.050831,13534059,https://map.naver.com/p/entry/place/13534059,37.6550936,127.0513758,high,하나로마트 창동점,서울 도봉구 마들로11길 20 서울 도봉구 창동 1-10,verified,false,
금호정든치과의원,서울 성동구 독서당로 302,37.547571,127.022702,1649843401,https://map.naver.com/p/entry/place/1649843401,37.5479371,127.0225509,high,금호정든치과의원,서울 성동구 독서당로 302 대도빌딩 3층 04호 서울 성동구 금호동4가 548-1,verified,false,
세종대학교,서울 광진구 능동로 209,37.551609,127.073184,18837171,https://map.naver.com/p/entry/place/18837171,37.5503453,127.0732749,high,세종대학교광개토관,서울 광진구 능동로 209 서울 광진구 군자동 98,verified,false,
갯마을(폐업),서울 광진구 아차산로 443,37.538927,127.091655,,,,,failed,,,precheck:closed_place_name,false,
삼원가든,서울 강남구 언주로 835,37.524930,127.032530,11718583,https://map.naver.com/p/entry/place/11718583,37.5248889,127.0325812,high,삼원가든,서울 강남구 언주로 835 서울 강남구 신사동 623-5,verified,false,
KB골든라이프 플러스센터,서울 강남구 언주로 849,37.526219,127.032966,2145883151,https://map.naver.com/p/entry/place/2145883151,37.5262509,127.0328831,high,KB골든라이프플러스센터 압구정,서울 강남구 언주로 849 서울 강남구 신사동 622-3,verified,false,
BLUEMENT,서울 강남구 선릉로153길 26,37.524901,127.037357,,,,,failed,,,not_matched,false,
인천공항,인천 영종구 공항로 272,37.458351,126.427700,16583531,https://map.naver.com/p/entry/place/16583531,37.4488179,126.4242999,mid,인천공항 전망대,인천 영종구 공항서로 279 인천 영종구 남북동 34-9,verified,false,
인스파이어리조트,인천 영종구 공항문화로 127,37.465530,126.389118,1134447143,https://map.naver.com/p/entry/place/1134447143,37.4655446,126.389622,mid,스타벅스 인스파이어리조트점,인천 영종구 공항문화로 127 (운서동) 인천 영종구 운서동 2955-74,verified,false,
윤숙이네감자탕,경기 파주시 적성면 청송로 1050,37.955535,126.921385,32209813,https://map.naver.com/p/entry/place/32209813,37.9555247,126.9213538,high,윤숙이네감자탕,경기 파주시 적성면 청송로 1050 경기 파주시 적성면 구읍리 641-4,verified,false,
쉴낙원 파주운정장례식장,경기 파주시 하늘채길 35,37.756113,126.752723,1498991590,https://map.naver.com/p/entry/place/1498991590,37.7560668,126.7527307,high,쉴낙원 파주운정장례식장,경기 파주시 하늘채길 35 경기 파주시 하지석동 148-2,verified,false,
삼회리집,경기 가평군 청평면 북한강로1556번길 29-4,37.658717,127.384201,,,,,failed,,,not_matched,false,
불암사 입구,경기 남양주시 불암산로 190,37.658874,127.100659,,,,,failed,,,not_matched,false,
맥스복싱짐,경기 용인시 처인구 중부대로1299번길 10,37.237005,127.189651,34856147,https://map.naver.com/p/entry/place/34856147,37.2370132,127.1896647,high,맥스복싱짐,경기 용인시 처인구 중부대로1299번길 10 2층 경기 용인시 처인구 역북동 428,verified,false,
수연목서,경기 여주시 산북면 주어로 58,37.408140,127.439058,1670970008,https://map.naver.com/p/entry/place/1670970008,37.408149,127.4390776,high,수연목서,경기 여주시 산북면 주어로 58 경기 여주시 산북면 주어리 292,verified,false,
안성추모공원,경기 안성시 보개면 북가현리 산49-1,,,21393162,https://map.naver.com/p/entry/place/21393162,37.0983654,127.3461999,mid,안성추모공원,경기 안성시 보개면 북가현리 산49-1,verified,false,
음촌경로당,경기 안성시 삼죽면 음촌길 63,37.080244,127.354148,37133255,https://map.naver.com/p/entry/place/37133255,37.0802711,127.3541175,high,음촌경로당,경기 안성시 삼죽면 음촌길 63 경기 안성시 삼죽면 배태리 240,verified,false,
세이지우드CC 홍천,강원 홍천군 두촌면 광석로 898-160,37.886006,128.118714,20340046,https://map.naver.com/p/entry/place/20340046,37.8859653,128.1186712,high,세이지우드CC 홍천,강원 홍천군 두촌면 광석로 898-160 강원 홍천군 두촌면 괘석리 산25,verified,false,
치킨플러스(폐업),강원 홍천군 홍천읍 송학로3길 25,37.684813,127.873521,,,,,failed,,,precheck:closed_place_name,false,
별마로천문대,강원 영월군 영월읍 천문대길 397,37.199435,128.485729,11840286,https://map.naver.com/p/entry/place/11840286,37.1983559,128.4866465,high,별마로천문대,강원 영월군 영월읍 천문대길 397 강원 영월군 영월읍 영흥리 154-7,verified,false,
시곡리(1),충북 제천시 송학면 시곡리 1117-7,37.188275,128.263963,,,,,failed,,,precheck:enumerated_area_name,false,
시곡리(2),충북 제천시 송학면 시곡리 1403-61,37.186788,128.264183,,,,,failed,,,precheck:enumerated_area_name,false,
시곡3리새마을회관,충북 제천시 송학면 선돌로2길 12,37.189091,128.290682,,,,,failed,,,not_matched,false,
의림지파크랜드,충북 제천시 의림지로 24,37.175462,128.208685,17621475,https://map.naver.com/p/entry/place/17621475,37.1750946,128.2085403,high,의림지파크랜드,충북 제천시 의림지로 30 충북 제천시 모산동 233-4,verified,false,
의림지 관광안내소쪽,충북 제천시 모산동 238-33,37.173700,128.208361,,,,,failed,,,not_matched,false,
의림지,충북 제천시 모산동 241,37.173135,128.210616,34581389,https://map.naver.com/p/entry/place/34581389,37.1713527,128.2089123,mid,의림지소나무숲,충북 제천시 모산동 241,verified,false,
왕오락실 제천점,충북 제천시 죽하로11안길 24,37.158156,128.224165,1815711962,https://map.naver.com/p/entry/place/1815711962,37.1581734,128.2240852,high,왕오락실 제천점,충북 제천시 죽하로11안길 24 1층 충북 제천시 장락동 543-3,verified,false,
뜰906,충북 제천시 죽하로11안길 14,37.157370,128.223800,,,,,failed,,,not_matched,false,
소연미용실,충북 제천시 내제로 276,37.146144,128.216192,19360348,https://map.naver.com/p/entry/place/19360348,37.146149,128.216204,high,소연미용실,충북 제천시 내제로 276 충북 제천시 청전동 87-14,verified,false,
의림대로사거리,충북 제천시 칠성로 76,37.143055,128.212975,,,,,failed,,,not_matched,false,
이디야커피 제천의림점,충북 제천시 칠성로 74,37.143131,128.212804,1413068498,https://map.naver.com/p/entry/place/1413068498,37.1431862,128.2128374,high,이디야커피 제천의림점,충북 제천시 칠성로 74 1층 충북 제천시 의림동 7-11,verified,false,
명륜로13길,충북 제천시 명륜로13길,37.142213,128.212183,,,,,failed,,,not_matched,false,
풍양로13길,충북 제천시 풍양로13길 6-1,37.137736,128.211351,,,,,failed,,,not_matched,false,
풍양로 횡단보도,충북 제천시 풍양로 100-1,37.137323,128.210760,,,,,failed,,,not_matched,false,
