work_id,title,title_official,title_en,title_aliases,title_category,title_cast,broadcaster,air_period,air_status,location_count,location_geocoded,region_count,top_region,wikidata_qid,wiki_lang_count,en_wiki_title,en_views_12m,score_global,score_interest,score_data,score_total,rank,is_top100,poster_url,description,kdramamap_url,last_updated
w_0228,세이렌,세이렌,Siren's Kiss,Siren's Kiss;セイレーンのキス;魔女之吻,drama,박민영;위하준,tvN,2026-03-02 ~ 2026-04-07,방영종료,61,61,5,서울특별시,Q137772351,9,Siren's Kiss,275650,9.0,25.04,20.0,54.04,85,Y,https://kdramamap.com/wp-content/uploads/kdramamap/posters/%EC%84%B8%EC%9D%B4%EB%A0%8C.webp,,https://kdramamap.com/drama/%ec%84%b8%ec%9d%b4%eb%a0%8c/,2026-07-29
w_0344,은밀한감사,은밀한 감사,Filing for Love,은밀한 감사;Filing for Love;秘密の監査 -Filing for Love-;秘戀稽核中,drama,신혜선;공명,tvN,2026-04-25 ~ 2026-05-31,방영종료,105,104,6,서울특별시,Q137651959,7,Filing for Love,353320,7.0,26.91,19.95,53.86,86,Y,https://kdramamap.com/wp-content/uploads/kdramamap/posters/%EC%9D%80%EB%B0%80%ED%95%9C%EA%B0%90%EC%82%AC.webp,,https://kdramamap.com/drama/%ec%9d%80%eb%b0%80%ed%95%9c%ea%b0%90%ec%82%ac/,2026-07-29
w_0474,힘쎈여자강남순,힘쎈여자 강남순,Strong Girl Nam-soon,힘쎈여자 강남순;Strong Girl Nam-soon;力の強い女 カン・ナムスン;大力女子姜南順;Strong Women Gang Nam-soon,drama,이유미;김정은;김해숙;옹성우,JTBC,2023-10-07 ~ 2023-11-26,방영종료,120,117,8,서울특별시,Q112307747,13,Strong Girl Nam-soon,160333,13.0,20.95,19.88,53.82,87,Y,https://kdramamap.com/wp-content/uploads/kdramamap/posters/%ED%9E%98%EC%8E%88%EC%97%AC%EC%9E%90%EA%B0%95%EB%82%A8%EC%88%9C.webp,,https://kdramamap.com/drama/%ed%9e%98%ec%8e%88%ec%97%ac%ec%9e%90%ea%b0%95%eb%82%a8%ec%88%9c/,2026-07-29
w_0333,원더풀스,더 원더풀스,The Wonderfools,더 원더풀스;The Wonderfools;ワンダーフールズ﻿;超能路人甲;The Wonder Fools,drama,박은빈;차은우;최대훈;임성재,Netflix,2026-05-15 ~ 2026-05-15,방영종료,14,14,7,서울특별시,Q130748503,11,The Wonderfools,743168,11.0,32.53,10.25,53.78,88,Y,https://kdramamap.com/wp-content/uploads/kdramamap/posters/%EC%9B%90%EB%8D%94%ED%92%80%EC%8A%A4.webp,,https://kdramamap.com/drama/%ec%9b%90%eb%8d%94%ed%92%80%ec%8a%a4/,2026-07-29
w_0055,기생수더그레이,기생수: 더 그레이,Parasyte: The Grey,기생수: 더 그레이;Parasyte: The Grey;寄生獣 -ザ・グレイ-;寄生獸：灰色部隊,drama,전소니;구교환;이정현;권해효,Netflix,2024-04-05 ~ 2024-04-05,방영종료,44,41,10,충청남도,Q124480521,17,Parasyte: The Grey,94244,17.0,16.94,19.66,53.6,89,Y,https://kdramamap.com/wp-content/uploads/kdramamap/posters/%EA%B8%B0%EC%83%9D%EC%88%98%EB%8D%94%EA%B7%B8%EB%A0%88%EC%9D%B4.webp,,https://kdramamap.com/drama/%ea%b8%b0%ec%83%9d%ec%88%98%eb%8d%94%ea%b7%b8%eb%a0%88%ec%9d%b4/,2026-07-29
w_0145,마스크걸,마스크걸,Mask Girl,Mask Girl;マスクガール;假面女郎,drama,고현정;안재홍;염혜란;나나,Netflix,2023-08-18 ~ 2023-08-18,방영종료,50,49,9,서울특별시,Q115517391,14,Mask Girl,135112,14.0,19.66,19.9,53.56,90,Y,https://kdramamap.com/wp-content/uploads/kdramamap/posters/%EB%A7%88%EC%8A%A4%ED%81%AC%EA%B1%B8.webp,,https://kdramamap.com/drama/%eb%a7%88%ec%8a%a4%ed%81%ac%ea%b1%b8/,2026-07-29
w_0304,열혈사제2,열혈사제,The Fiery Priest,열혈사제;The Fiery Priest;熱血司祭;Hot Blooded Priest,drama,김남길;김성균;이하늬,SBS,2024-11-08 ~ 2024-12-27,방영종료,127,124,10,부산광역시,Q58483854,14,The Fiery Priest,129250,14.0,19.32,19.88,53.2,91,Y,https://kdramamap.com/wp-content/uploads/kdramamap/posters/%EC%97%B4%ED%98%88%EC%82%AC%EC%A0%9C2.webp,,https://kdramamap.com/drama/%ec%97%b4%ed%98%88%ec%82%ac%ec%a0%9c2/,2026-07-29
w_0437,판사이한영,판사 이한영,The Judge Returns,판사 이한영;The Judge Returns;法官李漢英,drama,지성;원진아,MBC,2026-01-02 ~ 2026-02-14,방영종료,125,124,7,서울특별시,Q134963260,8,The Judge Returns,282905,8.0,25.23,19.96,53.19,92,Y,https://kdramamap.com/wp-content/uploads/kdramamap/posters/%ED%8C%90%EC%82%AC%EC%9D%B4%ED%95%9C%EC%98%81.webp,,https://kdramamap.com/drama/%ed%8c%90%ec%82%ac%ec%9d%b4%ed%95%9c%ec%98%81/,2026-07-29
w_0441,편의점샛별이,편의점 샛별이,Backstreet Rookie,편의점 샛별이;Backstreet Rookie;コンビニのセッピョル;便利店新星;Convenience Store Saet-byul,drama,지창욱;김유정,SBS,2020-06-19 ~ 2020-08-08,방영종료,53,52,1,서울특별시,Q91091667,15,Backstreet Rookie,109470,15.0,18.07,19.91,52.97,93,Y,https://kdramamap.com/wp-content/uploads/kdramamap/posters/%ED%8E%B8%EC%9D%98%EC%A0%90%EC%83%9B%EB%B3%84%EC%9D%B4.webp,,https://kdramamap.com/drama/%ed%8e%b8%ec%9d%98%ec%a0%90%ec%83%9b%eb%b3%84%ec%9d%b4/,2026-07-29
w_0352,이두나,이두나!,Doona!,이두나!;Doona!;イ・ドゥナ！;我的女神室友斗娜;Doona;Lee Doo Na!;Lee Du Na!,drama,배수지;양세종,Netflix,2023-10-20 ~ 2023-10-20,방영종료,74,71,9,대전광역시,Q114878691,15,Doona!,108345,15.0,17.99,19.8,52.79,94,Y,https://kdramamap.com/wp-content/uploads/kdramamap/posters/%EC%9D%B4%EB%91%90%EB%82%98.webp,,https://kdramamap.com/drama/%ec%9d%b4%eb%91%90%eb%82%98/,2026-07-29
w_0161,모범택시1,모범택시,Taxi Driver,모범택시;Taxi Driver;模範タクシー;模範計程車,drama,이제훈;김의성;표예진,SBS,2021-04-09 ~ 2021-05-29,방영종료,12,12,1,서울특별시,Q104607512,12,Taxi Driver (South Korean TV series),628048,12.0,31.26,9.5,52.76,95,Y,https://kdramamap.com/wp-content/uploads/kdramamap/posters/%EB%AA%A8%EB%B2%94%ED%83%9D%EC%8B%9C1.webp,,https://kdramamap.com/drama/%eb%aa%a8%eb%b2%94%ed%83%9d%ec%8b%9c1/,2026-07-29
w_0368,작은아씨들,작은 아씨들,Little Women,작은 아씨들;Little Women;新・若草物語;小女子;Jak-eun a-ssi-deul,drama,김고은;남지현;박지후,tvN,2022-09-03 ~ 2022-10-09,방영종료,30,29,7,서울특별시,Q110246392,18,Little Women (2022 TV series),116825,18.0,18.56,16.08,52.64,96,Y,https://kdramamap.com/wp-content/uploads/kdramamap/posters/%EC%9E%91%EC%9D%80%EC%95%84%EC%94%A8%EB%93%A4.webp,,https://kdramamap.com/drama/%ec%9e%91%ec%9d%80%ec%95%84%ec%94%a8%eb%93%a4/,2026-07-29
w_0100,뉴토피아,뉴토피아,Newtopia,Newtopia;ニュートピア;流感,drama,박정민;지수_1995,Coupang Play,2025-02-07 ~ 2025-03-21,방영종료,26,26,4,서울특별시,Q123819546,12,Newtopia,308044,12.0,25.88,14.75,52.63,97,Y,https://kdramamap.com/wp-content/uploads/kdramamap/posters/%EB%89%B4%ED%86%A0%ED%94%BC%EC%95%84.webp,,https://kdramamap.com/drama/%eb%89%b4%ed%86%a0%ed%94%bc%ec%95%84/,2026-07-29
w_0457,하이라키,하이라키,Hierarchy,Hierarchy;ヒエラルキー;名校的阶梯,drama,노정의;이채민;김재원,Netflix,2024-06-07 ~ 2024-06-07,방영종료,49,49,8,서울특별시,Q124480568,11,Hierarchy (TV series),174529,11.0,21.59,20.0,52.59,98,Y,https://kdramamap.com/wp-content/uploads/kdramamap/posters/%ED%95%98%EC%9D%B4%EB%9D%BC%ED%82%A4.webp,,https://kdramamap.com/drama/%ed%95%98%ec%9d%b4%eb%9d%bc%ed%82%a4/,2026-07-29
w_0375,정신병동에도아침이와요,정신병동에도 아침이 와요,Daily Dose of Sunshine,정신병동에도 아침이 와요;Daily Dose of Sunshine;今日もあなたに太陽を ～精神科ナースのダイアリー～;精神病房也會迎來清晨;Morning Comes to Psychiatric Wards;Morning Comes to Psychiatric Wards Too,drama,박보영;연우진;장동윤;이정은,Netflix,2023-11-03 ~ 2023-11-03,방영종료,61,61,4,경기도,Q116033324,15,Daily Dose of Sunshine,102403,15.0,17.56,20.0,52.56,99,Y,https://kdramamap.com/wp-content/uploads/kdramamap/posters/%EC%A0%95%EC%8B%A0%EB%B3%91%EB%8F%99%EC%97%90%EB%8F%84%EC%95%84%EC%B9%A8%EC%9D%B4%EC%99%80%EC%9A%94.webp,,https://kdramamap.com/drama/%ec%a0%95%ec%8b%a0%eb%b3%91%eb%8f%99%ec%97%90%eb%8f%84%ec%95%84%ec%b9%a8%ec%9d%b4%ec%99%80%ec%9a%94/,2026-07-29
w_0046,그놈은흑염룡,그놈은 흑염룡,My Dearest Nemesis,그놈은 흑염룡;My Dearest Nemesis;あいつは黒炎竜;那傢伙是黑炎龍;That Man Is Black Salt Dragon,drama,문가영;최현욱,tvN,2025-02-17 ~ 2025-03-24,방영종료,99,99,6,서울특별시,Q127411915,12,My Dearest Nemesis,151546,12.0,20.52,20.0,52.52,100,Y,https://kdramamap.com/wp-content/uploads/kdramamap/posters/%EA%B7%B8%EB%86%88%EC%9D%80%ED%9D%91%EC%97%BC%EB%A3%A1.webp,,https://kdramamap.com/drama/%ea%b7%b8%eb%86%88%ec%9d%80%ed%9d%91%ec%97%bc%eb%a3%a1/,2026-07-29
w_0148,마이유스,마이 유스,My Youth,마이 유스;My Youth;我的青春,drama,송중기;천우희,JTBC,2025-09-05 ~ 2025-10-11,방영종료,108,108,6,서울특별시,Q130213443,8,My Youth,251340,8.0,24.34,20.0,52.34,101,,https://kdramamap.com/wp-content/uploads/kdramamap/posters/%EB%A7%88%EC%9D%B4%EC%9C%A0%EC%8A%A4.webp,,https://kdramamap.com/drama/%eb%a7%88%ec%9d%b4%ec%9c%a0%ec%8a%a4/,2026-07-29
w_0226,선의의 경쟁,선의의 경쟁,Friendly Rivalry,Friendly Rivalry;善意の競争;善意的競爭,drama,혜리;정수빈;강혜원,U+모바일tv,2025-02-10 ~ 2025-03-06,방영종료,46,46,8,서울특별시,Q127800838,12,Friendly Rivalry,146086,12.0,20.24,20.0,52.24,102,,https://kdramamap.com/wp-content/uploads/kdramamap/posters/%EC%84%A0%EC%9D%98%EC%9D%98%EA%B2%BD%EC%9F%81.webp,,https://kdramamap.com/drama/%ec%84%a0%ec%9d%98%ec%9d%98-%ea%b2%bd%ec%9f%81/,2026-07-29
w_0173,미지의서울,미지의 서울,Our Unwritten Seoul,미지의 서울;Our Unwritten Seoul;未知のソウル;未知的首尔;Unknown Seoul,drama,박보영;박진영,tvN,2025-05-24 ~ 2025-06-29,방영종료,139,135,8,서울특별시,Q131393572,10,Our Unwritten Seoul,193641,10.0,22.37,19.86,52.23,103,,https://kdramamap.com/wp-content/uploads/kdramamap/posters/%EB%AF%B8%EC%A7%80%EC%9D%98%EC%84%9C%EC%9A%B8.webp,"《미지의 서울》은 얼굴만 같고 삶은 전혀 다른 쌍둥이 자매가 서로의 인생을 바꿔 살며 자신과 사랑을 찾아가는 성장 로맨스입니다. 서울·경기·충남을 중심으로 촬영됐으며, 이 페이지에서 139곳의 촬영지 주소와 지역별 분포, 지도 정보를 확인할 수 있습니다.",https://kdramamap.com/drama/%eb%af%b8%ec%a7%80%ec%9d%98%ec%84%9c%ec%9a%b8/,2026-07-29
w_0248,스터디그룹,스터디그룹,Study Group,Study Group;流氓讀書會,drama,황민현;한지은;차우민,TVING,2025-01-23 ~ 2025-02-20,방영종료,26,26,3,경기도,Q131429579,12,Study Group (TV series),290645,12.0,25.44,14.75,52.19,104,,https://kdramamap.com/wp-content/uploads/kdramamap/posters/%EC%8A%A4%ED%84%B0%EB%94%94%EA%B7%B8%EB%A3%B9.webp,,https://kdramamap.com/drama/%ec%8a%a4%ed%84%b0%eb%94%94%ea%b7%b8%eb%a3%b9/,2026-07-29
w_0290,언더커버하이스쿨,언더커버 하이스쿨,Undercover High School,언더커버 하이스쿨;Undercover High School;臥底高中,drama,서강준;진기주,MBC,2025-02-21 ~ 2025-03-29,방영종료,66,66,6,서울특별시,Q130377383,11,Undercover High School,163931,11.0,21.12,20.0,52.12,105,,https://kdramamap.com/wp-content/uploads/kdramamap/posters/%EC%96%B8%EB%8D%94%EC%BB%A4%EB%B2%84%ED%95%98%EC%9D%B4%EC%8A%A4%EC%BF%A8.webp,,https://kdramamap.com/drama/%ec%96%b8%eb%8d%94%ec%bb%a4%eb%b2%84%ed%95%98%ec%9d%b4%ec%8a%a4%ec%bf%a8/,2026-07-29
w_0262,신입사원강회장,신입사원 강회장,Reborn Rookie,신입사원 강회장;Reborn Rookie;新進社員姜會長;Suddenly Intern;The New Employee Chairman Kang,drama,이준영;손현주;이주명,JTBC,2026-05-30 ~ 2026-07-05,방영종료,46,45,10,서울특별시,Q136714294,7,Reborn Rookie,272900,7.0,24.96,19.89,51.85,106,,https://kdramamap.com/wp-content/uploads/kdramamap/posters/%EC%8B%A0%EC%9E%85%EC%82%AC%EC%9B%90%EA%B0%95%ED%9A%8C%EC%9E%A5.webp,,https://kdramamap.com/drama/%ec%8b%a0%ec%9e%85%ec%82%ac%ec%9b%90%ea%b0%95%ed%9a%8c%ec%9e%a5/,2026-07-29
w_0182,백번의추억,백번의 추억,A Hundred Memories,백번의 추억;A Hundred Memories;100番の思い出;百次的回忆;Memories of No. 100,drama,김다미;신예은;허남준,JTBC,2025-09-13 ~ 2025-10-19,방영종료,66,66,10,서울특별시,Q131716998,8,A Hundred Memories,234965,8.0,23.83,20.0,51.83,107,,https://kdramamap.com/wp-content/uploads/kdramamap/posters/%EB%B0%B1%EB%B2%88%EC%9D%98%EC%B6%94%EC%96%B5.webp,,https://kdramamap.com/drama/%eb%b0%b1%eb%b2%88%ec%9d%98%ec%b6%94%ec%96%b5/,2026-07-29
w_0472,히어로는아닙니다만,히어로는 아닙니다만,The Atypical Family,히어로는 아닙니다만;The Atypical Family;ヒーローではないけれど;雖然不是英雄;Although I Am Not a Hero,drama,장기용;천우희,JTBC,2024-05-04 ~ 2024-06-09,방영종료,36,36,6,서울특별시,Q123495191,14,The Atypical Family,128370,14.0,19.27,18.5,51.77,108,,https://kdramamap.com/wp-content/uploads/kdramamap/posters/%ED%9E%88%EC%96%B4%EB%A1%9C%EB%8A%94%EC%95%84%EB%8B%99%EB%8B%88%EB%8B%A4%EB%A7%8C.webp,,https://kdramamap.com/drama/%ed%9e%88%ec%96%b4%eb%a1%9c%eb%8a%94%ec%95%84%eb%8b%99%eb%8b%88%eb%8b%a4%eb%a7%8c/,2026-07-29
w_0265,쌈마이웨이,쌈 마이웨이,Fight for My Way,쌈 마이웨이;Fight for My Way;サム、マイウェイ;三流之路;Third-rate My Way,drama,박서준;김지원,KBS2,2017-05-22 ~ 2017-07-11,방영종료,34,33,1,서울특별시,Q28834863,17,Fight for My Way,97143,17.0,17.16,17.6,51.77,109,,https://kdramamap.com/wp-content/uploads/kdramamap/posters/%EC%8C%88%EB%A7%88%EC%9D%B4%EC%9B%A8%EC%9D%B4.webp,,https://kdramamap.com/drama/%ec%8c%88%eb%a7%88%ec%9d%b4%ec%9b%a8%ec%9d%b4/,2026-07-29
w_0347,은중과상연,은중과 상연,You and Everything Else,은중과 상연;You and Everything Else;ウンジュンとサンヨン﻿;妳和其餘的一切;Two Women,drama,김고은;박지현,Netflix,2025-09-12 ~ 2025-09-12,방영종료,42,42,7,서울특별시,Q132130031,9,You and Everything Else,203324,9.0,22.74,20.0,51.74,110,,https://kdramamap.com/wp-content/uploads/kdramamap/posters/%EC%9D%80%EC%A4%91%EA%B3%BC%EC%83%81%EC%97%B0.webp,,https://kdramamap.com/drama/%ec%9d%80%ec%a4%91%ea%b3%bc%ec%83%81%ec%97%b0/,2026-07-29
w_0388,지옥에서 온 판사,지옥에서 온 판사,The Judge from Hell,The Judge from Hell;悪魔なカノジョは裁判官;來自地獄的法官,drama,박신혜;김재영,SBS,2024-09-21 ~ 2024-11-02,방영종료,93,93,7,서울특별시,Q127162951,9,The Judge from Hell,197158,9.0,22.51,20.0,51.51,111,,https://kdramamap.com/wp-content/uploads/kdramamap/posters/%EC%A7%80%EC%98%A5%EC%97%90%EC%84%9C%EC%98%A8%ED%8C%90%EC%82%AC.webp,,https://kdramamap.com/drama/%ec%a7%80%ec%98%a5%ec%97%90%ec%84%9c-%ec%98%a8-%ed%8c%90%ec%82%ac/,2026-07-29
w_0026,경도를기다리며,경도를 기다리며,Surely Tomorrow,경도를 기다리며;Surely Tomorrow;明日はきっと;等待京道;Waiting for Gyeong Do;Waiting for Gyeongdo,drama,박서준;원지안,JTBC,2025-12-06 ~ 2026-01-25,방영종료,119,85,11,서울특별시,Q133448548,9,Surely Tomorrow,237426,9.0,23.91,18.57,51.48,112,,https://kdramamap.com/wp-content/uploads/kdramamap/posters/%EA%B2%BD%EB%8F%84%EB%A5%BC%EA%B8%B0%EB%8B%A4%EB%A6%AC%EB%A9%B0.webp,,https://kdramamap.com/drama/%ea%b2%bd%eb%8f%84%eb%a5%bc%ea%b8%b0%eb%8b%a4%eb%a6%ac%eb%a9%b0/,2026-07-29
w_0279,알고있지만,알고있지만,Nevertheless,Nevertheless;わかっていても;無法抗拒的他,drama,한소희;송강,JTBC,2021-06-19 ~ 2021-08-21,방영종료,30,29,1,서울특별시,Q106091446,15,Nevertheless (TV series),145241,15.0,20.2,16.08,51.28,113,,https://kdramamap.com/wp-content/uploads/kdramamap/posters/%EC%95%8C%EA%B3%A0%EC%9E%88%EC%A7%80%EB%A7%8C.webp,,https://kdramamap.com/drama/%ec%95%8c%ea%b3%a0%ec%9e%88%ec%a7%80%eb%a7%8c/,2026-07-29
w_0461,함부로애틋하게,함부로 애틋하게,Uncontrollably Fond,함부로 애틋하게;Uncontrollably Fond;むやみに切なく;任意依戀,drama,김우빈;배수지,KBS2,2016-07-06 ~ 2016-09-08,방영종료,26,26,1,서울특별시,Q21294955,20,Uncontrollably Fond,89011,20.0,16.5,14.75,51.25,114,,https://kdramamap.com/wp-content/uploads/kdramamap/posters/%ED%95%A8%EB%B6%80%EB%A1%9C%EC%95%A0%ED%8B%8B%ED%95%98%EA%B2%8C.webp,,https://kdramamap.com/drama/%ed%95%a8%eb%b6%80%eb%a1%9c%ec%95%a0%ed%8b%8b%ed%95%98%ea%b2%8c/,2026-07-29
w_0127,디피2,D.P.,D.P.,D.P.;D.P. ―脱走兵追跡官―;D.P：逃兵追緝令;디피,drama,정해인;구교환;김성균;손석구,Netflix,2023-07-28 ~ 2023-07-28,방영종료,25,25,7,서울특별시,Q105226735,18,D.P. (TV series),120935,18.0,18.82,14.38,51.19,115,,https://kdramamap.com/wp-content/uploads/kdramamap/posters/%EB%94%94%ED%94%BC2.webp,,https://kdramamap.com/drama/%eb%94%94%ed%94%bc2/,2026-07-29
w_0232,소용없어거짓말,소용없어 거짓말,My Lovely Liar,소용없어 거짓말;My Lovely Liar;マイ・ラブリー・ライアー;无用的谎言,drama,김소현;황민현,tvN,2023-07-31 ~ 2023-09-19,방영종료,87,87,5,서울특별시,Q115531995,11,My Lovely Liar,144856,11.0,20.18,20.0,51.18,116,,https://kdramamap.com/wp-content/uploads/kdramamap/posters/%EC%86%8C%EC%9A%A9%EC%97%86%EC%96%B4%EA%B1%B0%EC%A7%93%EB%A7%90.webp,,https://kdramamap.com/drama/%ec%86%8c%ec%9a%a9%ec%97%86%ec%96%b4%ea%b1%b0%ec%a7%93%eb%a7%90/,2026-07-29
w_0419,클라이맥스,클라이맥스,Climax,Climax;CLIMAX/クライマックス,drama,주지훈;하지원,ENA,2026-03-16 ~ 2026-04-14,방영종료,41,40,6,서울특별시,Q136945952,7,Climax (TV series),247992,7.0,24.24,19.88,51.12,117,,https://kdramamap.com/wp-content/uploads/kdramamap/posters/%ED%81%B4%EB%9D%BC%EC%9D%B4%EB%A7%A5%EC%8A%A4.webp,,https://kdramamap.com/drama/%ed%81%b4%eb%9d%bc%ec%9d%b4%eb%a7%a5%ec%8a%a4/,2026-07-29
w_0473,힐러,힐러,Healer,Healer;ヒーラー〜最高の恋人〜;Hilleo,drama,지창욱;박민영;유지태,KBS2,2014-12-08 ~ 2015-02-10,방영종료,13,13,1,서울특별시,Q17401494,23,Healer (TV series),109542,23.0,18.07,9.88,50.95,118,,https://kdramamap.com/wp-content/uploads/kdramamap/posters/%ED%9E%90%EB%9F%AC.webp,,https://kdramamap.com/drama/%ed%9e%90%eb%9f%ac/,2026-07-29
w_0253,슬기로운의사생활,슬기로운 의사생활,Hospital Playlist,슬기로운 의사생활;Hospital Playlist;賢い医師生活;機智醫生生活;A Wise Doctor's Life;Seulgiroun Euisasaenghal;Smart Doctor Living;Wise Doctor Life,drama,조정석;유연석;정경호;김대명,tvN,2020-03-12 ~ 2020-05-28,방영종료,6,6,1,서울특별시,Q83625648,20,Hospital Playlist,229034,20.0,23.64,7.25,50.89,119,,https://kdramamap.com/wp-content/uploads/kdramamap/posters/%EC%8A%AC%EA%B8%B0%EB%A1%9C%EC%9A%B4%EC%9D%98%EC%82%AC%EC%83%9D%ED%99%9C.webp,,https://kdramamap.com/drama/%ec%8a%ac%ea%b8%b0%eb%a1%9c%ec%9a%b4%ec%9d%98%ec%82%ac%ec%83%9d%ed%99%9c/,2026-07-29
w_0125,드림하이,드림하이,Dream High,Dream High;ドリームハイ;夢想起飛Dream High;Deurim hai;드림 하이;드하,drama,김수현;배수지,KBS2,2011-01-03 ~ 2011-02-28,방영종료,8,8,2,서울특별시,Q483378,28,Dream High,71581,28.0,14.86,8.0,50.86,120,,https://kdramamap.com/wp-content/uploads/kdramamap/posters/%EB%93%9C%EB%A6%BC%ED%95%98%EC%9D%B4.webp,,https://kdramamap.com/drama/%eb%93%9c%eb%a6%bc%ed%95%98%ec%9d%b4/,2026-07-29
w_0416,커피프린스,커피프린스 1호점,The 1st Shop of Coffee Prince,커피프린스 1호점;The 1st Shop of Coffee Prince;コーヒープリンス1号店;咖啡王子1號店;커피 프린스 1호점;커프;Coffee Prince;Keopi peurinseu 1-hojeom,drama,공유;윤은혜;이선균;채정안,MBC,2007-07-02 ~ 2007-08-28,방영종료,27,27,1,서울특별시,Q484695,26,Coffee Prince (South Korean TV series),35834,26.0,9.64,15.12,50.76,121,,https://kdramamap.com/wp-content/uploads/kdramamap/posters/%EC%BB%A4%ED%94%BC%ED%94%84%EB%A6%B0%EC%8A%A4.webp,,https://kdramamap.com/drama/%ec%bb%a4%ed%94%bc%ed%94%84%eb%a6%b0%ec%8a%a4/,2026-07-29
w_0142,마녀,마녀 Part2. The Other One,The Witch: Part 2. The Other One,마녀 Part2. The Other One;The Witch: Part 2. The Other One;THE WITCH/魔女 -増殖-;魔女二部曲：另一個她;마녀 2,drama,박진영;노정의,채널A,2025-02-15 ~ 2025-03-16,방영종료,51,45,7,서울특별시,Q111364645,10,The Witch: Part 2. The Other One,167718,10.0,21.29,19.41,50.7,122,,https://kdramamap.com/wp-content/uploads/kdramamap/posters/%EB%A7%88%EB%85%80.webp,,https://kdramamap.com/drama/%eb%a7%88%eb%85%80/,2026-07-29
w_0233,손해보기싫어서,손해 보기 싫어서,No Gain No Love,손해 보기 싫어서;No Gain No Love;損するのは嫌だから;因为不想吃亏;Because I Want No Loss;No Loss in Love,drama,신민아;김영대,tvN,2024-08-26 ~ 2024-10-01,방영종료,70,70,5,경기도,Q124611400,11,No Gain No Love,134614,11.0,19.63,20.0,50.63,123,,https://kdramamap.com/wp-content/uploads/kdramamap/posters/%EC%86%90%ED%95%B4%EB%B3%B4%EA%B8%B0%EC%8B%AB%EC%96%B4%EC%84%9C.webp,,https://kdramamap.com/drama/%ec%86%90%ed%95%b4%eb%b3%b4%ea%b8%b0%ec%8b%ab%ec%96%b4%ec%84%9c/,2026-07-29
w_0044,그녀는예뻤다,그녀는 예뻤다,She Was Pretty,그녀는 예뻤다;She Was Pretty;彼女はキレイだった;她很漂亮,drama,황정음;박서준;고준희;최시원,MBC,2015-09-16 ~ 2015-11-11,방영종료,16,16,1,서울특별시,Q20730109,23,She Was Pretty,90102,23.0,16.6,11.0,50.6,124,,https://kdramamap.com/wp-content/uploads/kdramamap/posters/%EA%B7%B8%EB%85%80%EB%8A%94%EC%98%88%EB%BB%A4%EB%8B%A4.webp,,https://kdramamap.com/drama/%ea%b7%b8%eb%85%80%eb%8a%94%ec%98%88%eb%bb%a4%eb%8b%a4/,2026-07-29
w_0216,살인자난감,살인자ㅇ난감,A Killer Paradox,살인자ㅇ난감;A Killer Paradox;殺人者のパラドックス;殺人者的難堪;살인장난감;Murder DIEary;Killer Paradox,drama,최우식;손석구;이희준,Netflix,2024-02-09 ~ 2024-02-09,방영종료,51,51,7,대전광역시,Q115413158,13,A Killer Paradox,102282,13.0,17.55,20.0,50.55,125,,https://kdramamap.com/wp-content/uploads/kdramamap/posters/%EC%82%B4%EC%9D%B8%EC%9E%90%EB%82%9C%EA%B0%90.webp,,https://kdramamap.com/drama/%ec%82%b4%ec%9d%b8%ec%9e%90%eb%82%9c%ea%b0%90/,2026-07-29
w_0370,장난스런키스,장난스런 키스,Playful Kiss,장난스런 키스;Playful Kiss;イタズラなKiss〜Playful Kiss;惡作劇之吻;Jangnanseureon Kiseu;Mischievous Kiss;Naughty Kiss;장난스런 KISS,drama,김현중;정소민,MBC,2010-09-01 ~ 2010-10-21,방영종료,21,21,1,서울특별시,Q496458,23,Playful Kiss,67015,23.0,14.36,12.88,50.24,126,,https://kdramamap.com/wp-content/uploads/kdramamap/posters/%EC%9E%A5%EB%82%9C%EC%8A%A4%EB%9F%B0%ED%82%A4%EC%8A%A4.webp,,https://kdramamap.com/drama/%ec%9e%a5%eb%82%9c%ec%8a%a4%eb%9f%b0%ed%82%a4%ec%8a%a4/,2026-07-29
w_0391,착한사나이,착한 사나이,The Nice Guy,착한 사나이;The Nice Guy;優しい男の物語;善良的男子汉;Kind Gentleman,drama,이동욱;이성경,JTBC,2025-07-18 ~ 2025-08-22,방영종료,79,78,5,경기도,Q132859860,7,The Nice Guy,218018,7.0,23.27,19.94,50.2,127,,https://kdramamap.com/wp-content/uploads/kdramamap/posters/%EC%B0%A9%ED%95%9C%EC%82%AC%EB%82%98%EC%9D%B4.webp,,https://kdramamap.com/drama/%ec%b0%a9%ed%95%9c%ec%82%ac%eb%82%98%ec%9d%b4/,2026-07-29
w_0038,굿닥터,굿 닥터,Good Doctor,굿 닥터;Good Doctor;グッドドクター;好醫生,drama,주원;문채원;주상욱,KBS2,2013-08-05 ~ 2013-10-08,방영종료,7,7,1,서울특별시,Q13425770,22,Good Doctor (South Korean TV series),151854,22.0,20.54,7.62,50.16,128,,https://kdramamap.com/wp-content/uploads/kdramamap/posters/%EA%B5%BF%EB%8B%A5%ED%84%B0.webp,,https://kdramamap.com/drama/%ea%b5%bf%eb%8b%a5%ed%84%b0/,2026-07-29
