id,title,place_name,place_address,place_latitude,place_longitude,original_source_url,scene_description,proposed_scene_description,evidence_url_1,evidence_url_2,evidence_summary,source_quality,codex_status,codex_notes
st_14435,유열의음악앨범,김영사,서울 종로구 북촌로 63-2,37.582644,126.984872,https://kdramamap.com/location/%ec%9c%a0%ec%97%b4%ec%9d%98%ec%9d%8c%ec%95%85%ec%95%a8%eb%b2%94-%ea%b9%80%ec%98%81%ec%82%ac-1952/,,"현우가 미수의 출판사 대표 종우에게 싫다고 말한 뒤, 미수를 태우고 떠나는 그의 차를 쫓기 시작하는 장면.",https://photohistory.tistory.com/18820,https://kdramamap.com/location/%ec%9c%a0%ec%97%b4%ec%9d%98%ec%9d%8c%ec%95%85%ec%95%a8%eb%b2%94-%ea%b9%80%ec%98%81%ec%82%ac-2062/,장면별 촬영지 답사 기록이 김영사 사옥 앞에서 현우와 종우가 대화하고 차량 추격이 시작되는 장면을 설명한다.,D+D,verified,단일 장면별 답사 자료에 의존하므로 후속 영상 대조 대상.
st_14436,유열의음악앨범,낙원상가옆지하시장(금이네집),서울 종로구 삼일대로 428,37.572764,126.987902,https://kdramamap.com/location/%ec%9c%a0%ec%97%b4%ec%9d%98%ec%9d%8c%ec%95%85%ec%95%a8%eb%b2%94-%eb%82%99%ec%9b%90%ec%83%81%ea%b0%80%ec%98%86%ec%a7%80%ed%95%98%ec%8b%9c%ec%9e%a5-%ea%b8%88%ec%9d%b4%eb%84%a4%ec%a7%91-1953/,,,,,낙원상가 옆 지하시장이 ‘금이네 집’ 촬영지라는 기존 목록 외에 해당 장면의 행동을 설명하는 독립 출처를 찾지 못했다.,,unresolved,장면 추측 방지를 위해 보류.
st_14437,유열의음악앨범,경추문쪽,서울 종로구 원서동 127,37.580177,126.989162,https://kdramamap.com/location/%ec%9c%a0%ec%97%b4%ec%9d%98%ec%9d%8c%ec%95%85%ec%95%a8%eb%b2%94-%ea%b2%bd%ec%b6%94%eb%ac%b8%ec%aa%bd-1954/,,"차에서 내린 미수에게 현우가 사랑한다고 말하고, 미수가 그에게 이제 그만 뛰라고 하며 헤어지는 장면.",https://photohistory.tistory.com/18820,https://kdramamap.com/location/%ec%9c%a0%ec%97%b4%ec%9d%98%ec%9d%8c%ec%95%85%ec%95%a8%eb%b2%94-%ea%b2%bd%ec%b6%94%eb%ac%b8%ec%aa%bd-2064/,장면별 촬영지 답사 기록이 창덕궁 경추문 옆에서 현우가 차를 따라잡고 미수와 대화한 뒤 헤어지는 장면을 설명한다.,D+D,verified,단일 장면별 답사 자료에 의존하므로 후속 영상 대조 대상.
st_14438,유열의음악앨범,창신동집,서울 종로구 지봉로13가길 52,37.576840,127.012871,https://kdramamap.com/location/%ec%9c%a0%ec%97%b4%ec%9d%98%ec%9d%8c%ec%95%85%ec%95%a8%eb%b2%94-%ec%b0%bd%ec%8b%a0%eb%8f%99%ec%a7%91-1955/,,,,,창신동집이 촬영지라는 기존 목록 외에 구체적인 장면을 설명하는 독립 출처를 찾지 못했다.,,unresolved,장면 추측 방지를 위해 보류.
st_14439,유열의음악앨범,빵집,서울 종로구 창덕궁길 121,37.582865,126.989034,https://kdramamap.com/location/%ec%9c%a0%ec%97%b4%ec%9d%98%ec%9d%8c%ec%95%85%ec%95%a8%eb%b2%94-%eb%b9%b5%ec%a7%91-1956/,,미수의 빵집에 갓 출소한 현우가 찾아와 처음 만나고 함께 일하게 되는 장면.,https://www.koreanfilm.or.kr/eng/films/index/filmsView.jsp?movieCd=20181416,https://about.netflix.com/en/news/netflix-to-bring-korean-retro-romance-film-tune-in-for-love,영화진흥위원회와 넷플릭스의 공식 소개가 1994년 유열의 라디오 첫 방송일에 두 사람이 빵집에서 처음 만난다고 설명한다.,A+B,verified,
st_17125,청년경찰,삼곱식당앞,서울 강남구 남부순환로 2724,37.485543,127.043942,https://kdramamap.com/location/%ec%b2%ad%eb%85%84%ea%b2%bd%ec%b0%b0-%ec%82%bc%ea%b3%b1%ec%8b%9d%eb%8b%b9%ec%95%9e-2240/,,,,,삼곱식당 앞이 촬영지라는 기존 목록 외에 구체적인 장면을 설명하는 독립 출처를 찾지 못했다.,,unresolved,논현동 일대에서 추격 장면을 촬영했다는 인터뷰는 있으나 개별 점포와 동작을 연결하지 못했다.
st_17126,청년경찰,GS25 도곡점,서울 강남구 남부순환로 2730,37.485741,127.044695,https://kdramamap.com/location/%ec%b2%ad%eb%85%84%ea%b2%bd%ec%b0%b0-gs25-%eb%8f%84%ea%b3%a1%ec%a0%90-2241/,,,,,GS25 도곡점이 촬영지라는 기존 목록 외에 구체적인 장면을 설명하는 독립 출처를 찾지 못했다.,,unresolved,장면 추측 방지를 위해 보류.
st_17127,청년경찰,실내포차완전,서울 강남구 논현로36길 19,37.485072,127.043345,https://kdramamap.com/location/%ec%b2%ad%eb%85%84%ea%b2%bd%ec%b0%b0-%ec%8b%a4%eb%82%b4%ed%8f%ac%ec%b0%a8%ec%99%84%ec%a0%84-2242/,,,,,실내포차완전이 촬영지라는 기존 목록 외에 구체적인 장면을 설명하는 독립 출처를 찾지 못했다.,,unresolved,장면 추측 방지를 위해 보류.
st_17128,청년경찰,동운빌딩,서울 강남구 논현로36길 20,37.484868,127.043215,https://kdramamap.com/location/%ec%b2%ad%eb%85%84%ea%b2%bd%ec%b0%b0-%eb%8f%99%ec%9a%b4%eb%b9%8c%eb%94%a9-2243/,,,,,동운빌딩이 촬영지라는 기존 목록 외에 구체적인 장면을 설명하는 독립 출처를 찾지 못했다.,,unresolved,장면 추측 방지를 위해 보류.
st_17129,청년경찰,오가네족발,서울 강남구 논현로36길 21,37.485100,127.043592,https://kdramamap.com/location/%ec%b2%ad%eb%85%84%ea%b2%bd%ec%b0%b0-%ec%98%a4%ea%b0%80%eb%84%a4%ec%a1%b1%eb%b0%9c-2244/,,,,,오가네족발이 촬영지라는 기존 목록 외에 구체적인 장면을 설명하는 독립 출처를 찾지 못했다.,,unresolved,장면 추측 방지를 위해 보류.
st_17130,청년경찰,군선생,서울 강남구 논현로38길 22,37.485223,127.043324,https://kdramamap.com/location/%ec%b2%ad%eb%85%84%ea%b2%bd%ec%b0%b0-%ea%b5%b0%ec%84%a0%ec%83%9d-2245/,,,,,군선생이 촬영지라는 기존 목록 외에 구체적인 장면을 설명하는 독립 출처를 찾지 못했다.,,unresolved,장면 추측 방지를 위해 보류.
st_17131,청년경찰,세븐일레븐 매봉역점,서울 강남구 논현로38길 46,37.485671,127.045386,https://kdramamap.com/location/%ec%b2%ad%eb%85%84%ea%b2%bd%ec%b0%b0-%ec%84%b8%eb%b8%90%ec%9d%bc%eb%a0%88%eb%b8%90-%eb%a7%a4%eb%b4%89%ec%97%ad%ec%a0%90-2246/,,,,,세븐일레븐 매봉역점이 촬영지라는 기존 목록 외에 구체적인 장면을 설명하는 독립 출처를 찾지 못했다.,,unresolved,장면 추측 방지를 위해 보류.
st_17132,청년경찰,전농 4치안센터,서울 동대문구 서울시립대로14길 31,37.579213,127.052389,https://kdramamap.com/location/%ec%b2%ad%eb%85%84%ea%b2%bd%ec%b0%b0-%ec%a0%84%eb%86%8d-4%ec%b9%98%ec%95%88%ec%84%bc%ed%84%b0-2247/,,괴한들에게 쫓기던 기준과 희열이 도움을 청하려 치안센터로 달아가는 장면.,https://smartsmpa.tistory.com/8194,https://kdramamap.com/location/%ec%b2%ad%eb%85%84%ea%b2%bd%ec%b0%b0-%ec%a0%84%eb%86%8d4%ec%b9%98%ec%95%88%ec%84%bc%ed%84%b0-2184/,서울경찰 공식 자료가 두 주인공이 괴한에게 쫓겨 전농4치안센터로 달아가는 장면이라고 명시한다.,B+D,verified,
st_17133,청년경찰,십장생한의원,서울 서초구 강남대로89길 18,37.509470,127.020772,https://kdramamap.com/location/%ec%b2%ad%eb%85%84%ea%b2%bd%ec%b0%b0-%ec%8b%ad%ec%9e%a5%ec%83%9d%ed%95%9c%ec%9d%98%ec%9b%90-2248/,,,,,십장생한의원이 촬영지라는 기존 목록 외에 구체적인 장면을 설명하는 독립 출처를 찾지 못했다.,,unresolved,장면 추측 방지를 위해 보류.
st_17134,청년경찰,세븐일레븐 반포공원점,서울 서초구 사평대로55길 123,37.509207,127.020346,https://kdramamap.com/location/%ec%b2%ad%eb%85%84%ea%b2%bd%ec%b0%b0-%ec%84%b8%eb%b8%90%ec%9d%bc%eb%a0%88%eb%b8%90-%eb%b0%98%ed%8f%ac%ea%b3%b5%ec%9b%90%ec%a0%90-2249/,,,,,세븐일레븐 반포공원점이 촬영지라는 기존 목록 외에 구체적인 장면을 설명하는 독립 출처를 찾지 못했다.,,unresolved,장면 추측 방지를 위해 보류.
st_17135,청년경찰,대림동 차이나타운,서울 영등포구 대림동 1050-43,37.492389,126.897482,https://kdramamap.com/location/%ec%b2%ad%eb%85%84%ea%b2%bd%ec%b0%b0-%eb%8c%80%eb%a6%bc%eb%8f%99-%ec%b0%a8%ec%9d%b4%eb%82%98%ed%83%80%ec%9a%b4-2250/,,기준과 희열이 사건을 쫓아 대림동 차이나타운 일대를 달리는 추격 장면.,https://news.nate.com/view/20170904n38123,https://kdramamap.com/location/%ec%b2%ad%eb%85%84%ea%b2%bd%ec%b0%b0-%eb%8c%80%eb%a6%bc%eb%8f%99-%ec%b0%a8%ec%9d%b4%eb%82%98%ed%83%80%ec%9a%b4-2187/,"배우 강하늘 인터뷰를 인용한 보도가 추격 장면을 논현동과 대림동에서 주로 촬영했다고 밝히고, 기존 장소 출처가 대림동 차이나타운 주소를 연결한다.",C+D,verified,추격의 방향과 상대는 출처에 없어 ‘사건을 쫓아 달리는’ 수준으로 한정했다.
st_17136,청년경찰,태경기전,서울 중구 을지로17길 24,,,https://kdramamap.com/location/%ec%b2%ad%eb%85%84%ea%b2%bd%ec%b0%b0-%ed%83%9c%ea%b2%bd%ea%b8%b0%ec%a0%84-2251/,,,,,태경기전이 촬영지라는 기존 목록 외에 구체적인 장면을 설명하는 독립 출처를 찾지 못했다.,,unresolved,장면 추측 방지를 위해 보류.
st_17283,추격자,패밀리마트 대치예스점(씨유),서울 강남구 선릉로86길 40,37.503888,127.052904,https://kdramamap.com/location/%ec%b6%94%ea%b2%a9%ec%9e%90-%ed%8c%a8%eb%b0%80%eb%a6%ac%eb%a7%88%ed%8a%b8-%eb%8c%80%ec%b9%98%ec%98%88%ec%8a%a4%ec%a0%90-%ec%94%a8%ec%9c%a0-2339/,,,,,패밀리마트 대치예스점이 촬영지라는 기존 목록 외에 구체적인 장면을 설명하는 독립 출처를 찾지 못했다.,,unresolved,장면 추측 방지를 위해 보류.
st_17284,추격자,망원우체국,서울 마포구 월드컵로 111,37.558182,126.907860,https://kdramamap.com/location/%ec%b6%94%ea%b2%a9%ec%9e%90-%eb%a7%9d%ec%9b%90%ec%9a%b0%ec%b2%b4%ea%b5%ad-2340/,,,,,망원우체국이 촬영지라는 기존 목록 외에 구체적인 장면을 설명하는 독립 출처를 찾지 못했다.,,unresolved,장면 추측 방지를 위해 보류.
st_17285,추격자,로즈아트빌,서울 서대문구 북아현로22나길 2,37.566202,126.952908,https://kdramamap.com/location/%ec%b6%94%ea%b2%a9%ec%9e%90-%eb%a1%9c%ec%a6%88%ec%95%84%ed%8a%b8%eb%b9%8c-2341/,,,,,로즈아트빌이 촬영지라는 기존 목록 외에 구체적인 장면을 설명하는 독립 출처를 찾지 못했다.,,unresolved,장면 추측 방지를 위해 보류.
st_17286,추격자,채운,서울 성북구 성북로 70,37.593549,127.001002,https://kdramamap.com/location/%ec%b6%94%ea%b2%a9%ec%9e%90-%ec%b1%84%ec%9a%b4-2342/,,,,,채운이 촬영지라는 기존 목록 외에 구체적인 장면을 설명하는 독립 출처를 찾지 못했다.,,unresolved,장면 추측 방지를 위해 보류.
st_17287,추격자,만물슈퍼(개미슈퍼),서울 성북구 성북로23길 41,37.592510,126.994345,https://kdramamap.com/location/%ec%b6%94%ea%b2%a9%ec%9e%90-%eb%a7%8c%eb%ac%bc%ec%8a%88%ed%8d%bc-%ea%b0%9c%eb%af%b8%ec%8a%88%ed%8d%bc-2343/,,"영민의 집에서 탈출한 미진이 슈퍼에 들어가 도움을 청하지만, 뒤따라온 영민에게 발견되는 장면.",https://www.seoulfc.or.kr/data/briefing/21.pdf,https://www.koreanfilm.or.kr/eng/news/location.jsp?blbdComCd=601020&mode=VIEW&pageIndex=1&pageRowSize=5&seq=29,"서울영상위원회가 탈출한 미진을 영민이 동네 개미슈퍼에서 발견한다고 설명하고, 영화진흥위원회가 실제 촬영지를 개미슈퍼로 확인한다.",A+A,verified,이후 살해 행동까지는 이 행의 최소 장면 설명에 넣지 않았다.
st_17288,추격자,혜화동혜성교회,서울 종로구 혜화로6길 80,37.590255,127.001124,https://kdramamap.com/location/%ec%b6%94%ea%b2%a9%ec%9e%90-%ed%98%9c%ed%99%94%eb%8f%99%ed%98%9c%ec%84%b1%ea%b5%90%ed%9a%8c-2344/,,중호가 영민의 방에서 본 예수상 단서를 따라 교회를 찾아가 범인의 집 위치를 추적하는 장면.,https://www.seoulfc.or.kr/data/briefing/21.pdf,https://ncms.nculture.org/story-of-our-hometown/tag/byid/63754,"서울영상위원회가 중호의 예수상 단서 추적 장면을 설명하고, 지역문화 아카이브가 혜성교회를 영민이 다니던 교회의 실제 촬영지로 확인한다.",A+B,verified,
