qid,official_en,alias,type,lat,lon,wikidata_url
Q12585166,Gwangju Natural Science High School,KNSHS,high school in South Korea,35.190047,126.917772,http://www.wikidata.org/entity/Q12585166
Q12585198,Gwangcheon,Gwangcheon-eup,eup of South Korea,36.50248,126.63895,http://www.wikidata.org/entity/Q12585198
Q12585198,Gwangcheon,Kwangchon,eup of South Korea,36.50248,126.63895,http://www.wikidata.org/entity/Q12585198
Q12585323,Daejeon Prison Watchtower,Former Daejeon Prison Watchtower,cultural heritage,36.336666666,127.410555555,http://www.wikidata.org/entity/Q12585323
Q12585329,Industrial Bank of Korea Daejeon Branch,Former Industrial Bank of Korea Daejeon Branch,cultural heritage,36.3303719,127.4286635,http://www.wikidata.org/entity/Q12585329
Q12585330,Yongsan Water Level Observatory,Former Yongsan Water Level Observatory,cultural heritage,37.533888888,126.9475,http://www.wikidata.org/entity/Q12585330
Q12585334,Former Incheon Government Office Building,Former Incheon Prefecture building,historic site,37.473611111,126.621388888,http://www.wikidata.org/entity/Q12585334
Q12585395,Guryongpo,Guryongpo-eup,eup of South Korea,35.98317,129.53569,http://www.wikidata.org/entity/Q12585395
Q12585395,Guryongpo,Kuryongpo,eup of South Korea,35.98317,129.53569,http://www.wikidata.org/entity/Q12585395
Q484333,Gwandong,Kwandong,region,37.5,128.25,http://www.wikidata.org/entity/Q484333
Q484407,Myeong-dong,Myeongdong,dong of South Korea,37.5637,126.984,http://www.wikidata.org/entity/Q484407
Q484428,Dora Observatory,Dora OP,observatory,37.90916667,126.70583333,http://www.wikidata.org/entity/Q484428
Q484448,Namsan,Mokmyeoksan,mountain,37.54968111,126.99191083,http://www.wikidata.org/entity/Q484448
Q484448,Namsan,Seoul Namsan,mountain,37.54968111,126.99191083,http://www.wikidata.org/entity/Q484448
Q4780049,Apo,Apo-eup,eup of South Korea,36.16252,128.25209,http://www.wikidata.org/entity/Q4780049
Q486694,Olympic Park,Olympic Gongwon,park,37.520277777,127.1225,http://www.wikidata.org/entity/Q486694
Q486694,Olympic Park,Seoul Olympic Park,park,37.520277777,127.1225,http://www.wikidata.org/entity/Q486694
Q5952091,Hwawangsan,Hwawang,mountain,35.54777778,128.53277778,http://www.wikidata.org/entity/Q5952091
Q5957035,Hyochang Park,Hyochang Gongwon,park,37.54538889,126.96036111,http://www.wikidata.org/entity/Q5957035
Q5957035,Hyochang Park,Hyochang Kongwon,park,37.54538889,126.96036111,http://www.wikidata.org/entity/Q5957035
Q5957035,Hyochang Park,Hyochanggongwon,park,37.54538889,126.96036111,http://www.wikidata.org/entity/Q5957035
Q5957035,Hyochang Park,Hyochangwon,park,37.54538889,126.96036111,http://www.wikidata.org/entity/Q5957035
Q5961370,Haeundae LCT The Sharp,Haeundae LCT,skyscraper,35.160425,129.168885,http://www.wikidata.org/entity/Q5961370
Q5986070,Icheon Sports Complex,Icheon Stadium,stadium,37.285788,127.496645,http://www.wikidata.org/entity/Q5986070
Q625874,Jingbirok,Book of Corrections,cultural heritage,36.7020756,128.808382,http://www.wikidata.org/entity/Q625874
Q625874,Jingbirok,Chingbirok,cultural heritage,36.7020756,128.808382,http://www.wikidata.org/entity/Q625874
Q625874,Jingbirok,Chingpirok,cultural heritage,36.7020756,128.808382,http://www.wikidata.org/entity/Q625874
Q625874,Jingbirok,The Book of Corrections,cultural heritage,36.7020756,128.808382,http://www.wikidata.org/entity/Q625874
Q625881,Ulsan Castle,Hakseong Park,Japanese castle in Korea,35.554944444,129.338861111,http://www.wikidata.org/entity/Q625881
Q4307051,Kaya University,Gaya University,private university,35.269806,128.872556,http://www.wikidata.org/entity/Q4307051
Q4403620,Three International Finance Center,3IFC Seoul,skyscraper,37.525219,126.926025,http://www.wikidata.org/entity/Q4403620
Q4403620,Three International Finance Center,Three International Finance Centre,skyscraper,37.525219,126.926025,http://www.wikidata.org/entity/Q4403620
Q4518468,Cheonbokgung,Family Federation for World Peace and Unification Cheonbokgung Church,temple,37.524465,126.969362,http://www.wikidata.org/entity/Q4518468
Q4641942,63 Seaworld,Aquarium 63 Seaworld,public aquarium,37.5198,126.94,http://www.wikidata.org/entity/Q4641942
Q4743291,Yeongdeok-dong,Yeongdeok,dong of South Korea,37.26248,127.0866,http://www.wikidata.org/entity/Q4743291
Q4754533,Andong Science College,ASC,private university,36.58996,128.6546,http://www.wikidata.org/entity/Q4754533
Q4770503,Ansan Wa Stadium,Ansan Wa~ Stadium,multi-purpose sports venue,37.319314,126.818766,http://www.wikidata.org/entity/Q4770503
Q50403,Seo District,Seo-gu,district of South Korea  (autonomous),35.15,126.89166667,http://www.wikidata.org/entity/Q50403
Q50403,Seo District,"Seo-gu, Gwangju",district of South Korea  (autonomous),35.15,126.89166667,http://www.wikidata.org/entity/Q50403
Q3088884,North Korea–South Korea border,border between North Korea and South Korea,demilitarized zone,38.204722222,123.5475,http://www.wikidata.org/entity/Q3088884
Q3088884,North Korea–South Korea border,border between South Korea and North Korea,demilitarized zone,38.204722222,123.5475,http://www.wikidata.org/entity/Q3088884
Q3088884,North Korea–South Korea border,North Korea-South Korea border,demilitarized zone,38.204722222,123.5475,http://www.wikidata.org/entity/Q3088884
Q3088884,North Korea–South Korea border,South Korea-North Korea border,demilitarized zone,38.204722222,123.5475,http://www.wikidata.org/entity/Q3088884
Q3088884,North Korea–South Korea border,South Korea–North Korea border,demilitarized zone,38.204722222,123.5475,http://www.wikidata.org/entity/Q3088884
Q12583156,Yeoju Ganghansa,Yeoju Ganghansa Temple,historic site,37.299166666,127.632777777,http://www.wikidata.org/entity/Q12583156
Q484722,Pohang Gyeongju Airport,Pohang Aero Airport,airport,35.987777777,129.420277777,http://www.wikidata.org/entity/Q484722
Q484730,Ulsan Airport,USN,airport,35.593333333,129.351666666,http://www.wikidata.org/entity/Q484730
Q484730,Ulsan Airport,RKPU,airport,35.593333333,129.351666666,http://www.wikidata.org/entity/Q484730
Q5623299,Gwanghuimun,Namsomun,city gate,37.564375,127.010075,http://www.wikidata.org/entity/Q5623299
Q5623299,Gwanghuimun,Gwangheemun,city gate,37.564375,127.010075,http://www.wikidata.org/entity/Q5623299
Q5623299,Gwanghuimun,South Small Gate,city gate,37.564375,127.010075,http://www.wikidata.org/entity/Q5623299
Q5623299,Gwanghuimun,Southeast Gate,city gate,37.564375,127.010075,http://www.wikidata.org/entity/Q5623299
Q5623299,Gwanghuimun,Sugumun,city gate,37.564375,127.010075,http://www.wikidata.org/entity/Q5623299
Q5623299,Gwanghuimun,Water Channel Gate,city gate,37.564375,127.010075,http://www.wikidata.org/entity/Q5623299
Q2157711,Daepo Jusangjeolli Cliff,Daepo Columnar Joints,natural monument,33.23669444,126.42533333,http://www.wikidata.org/entity/Q2157711
Q2157711,Daepo Jusangjeolli Cliff,Jeju Jungmun·Daepo Coast Columnar Joints,natural monument,33.23669444,126.42533333,http://www.wikidata.org/entity/Q2157711
Q2157711,Daepo Jusangjeolli Cliff,Jusangjeollidae,natural monument,33.23669444,126.42533333,http://www.wikidata.org/entity/Q2157711
Q2187707,Busan Harbor Bridge,Bukhang bridge,cable-stayed bridge,35.105555555,129.065,http://www.wikidata.org/entity/Q2187707
Q2187707,Busan Harbor Bridge,Busanhang Bridge),cable-stayed bridge,35.105555555,129.065,http://www.wikidata.org/entity/Q2187707
Q2187707,Busan Harbor Bridge,Busanhangdaegyo,cable-stayed bridge,35.105555555,129.065,http://www.wikidata.org/entity/Q2187707
Q2472610,83 Tower,Woobang Tower,television tower,35.85338889,128.56644444,http://www.wikidata.org/entity/Q2472610
Q2494268,Haedong Yonggungsa,Haedong Yonggung temple,Korean Buddhist temple,35.188333333,129.223333333,http://www.wikidata.org/entity/Q2494268
Q2494268,Haedong Yonggungsa,Haedong Yonggungsa Temple,Korean Buddhist temple,35.188333333,129.223333333,http://www.wikidata.org/entity/Q2494268
Q5382160,Busan Gijang Police Station,Gijang Police Station,police station,35.2560917,129.224925,http://www.wikidata.org/entity/Q5382160
Q5408614,Gimhae Jungbu Police Station,Jungbu Police Station,police station,35.226702777,128.879188888,http://www.wikidata.org/entity/Q5408614
Q5408614,Gimhae Jungbu Police Station,Central Gimhae Police Station,police station,35.226702777,128.879188888,http://www.wikidata.org/entity/Q5408614
Q5408843,Gimhae Seobu Police Station,Seobu Police Station,police station,35.189985,128.797125,http://www.wikidata.org/entity/Q5408843
Q5408843,Gimhae Seobu Police Station,Western Gimhae Police Station,police station,35.189985,128.797125,http://www.wikidata.org/entity/Q5408843
Q5420902,Incheon Yeonsu Police Station,Yeonsu Police Station,police station,37.456256,126.705206,http://www.wikidata.org/entity/Q5420902
Q5259972,Deoksusan,Toksu-san,mountain,37.49,128.354444444,http://www.wikidata.org/entity/Q5259972
Q5287823,Dodeuramsan,Jeomyong-san,mountain,37.26696,127.39231,http://www.wikidata.org/entity/Q5287823
Q5295691,Dong-Ah Institute of Media and Arts,Dong-A Broadcasting Arts University,academic institution,37.0586,127.358,http://www.wikidata.org/entity/Q5295691
Q5295691,Dong-Ah Institute of Media and Arts,Dong-Ah Broadcasting College,academic institution,37.0586,127.358,http://www.wikidata.org/entity/Q5295691
Q5295691,Dong-Ah Institute of Media and Arts,Dong-Ah Institute of Media,academic institution,37.0586,127.358,http://www.wikidata.org/entity/Q5295691
Q5295691,Dong-Ah Institute of Media and Arts,Donga Broadcasting University of Arts,academic institution,37.0586,127.358,http://www.wikidata.org/entity/Q5295691
Q2819232,AKOM,KO,business,37.482312961,127.126300245,http://www.wikidata.org/entity/Q2819232
Q2945878,Sahmyook Medical Center,Seoul Adventist Hospital,hospital,37.588056,127.065556,http://www.wikidata.org/entity/Q2945878
Q2945878,Sahmyook Medical Center,Sahmyook Seoul Hospital,hospital,37.588056,127.065556,http://www.wikidata.org/entity/Q2945878
Q2949550,South Pyeongan,"South Pyeongan Province, Republic of Korea",province of South Korea,39.031859,125.753765,http://www.wikidata.org/entity/Q2949550
Q3009606,West Nakdong River,Rakdong,river,35.2,128.906,http://www.wikidata.org/entity/Q3009606
Q3009606,West Nakdong River,Sŏnaktong-gang,river,35.2,128.906,http://www.wikidata.org/entity/Q3009606
Q3011805,Daesan,Taesan,eup of South Korea,36.938642,126.435034,http://www.wikidata.org/entity/Q3011805
Q3011805,Daesan,Daesan-eup,eup of South Korea,36.938642,126.435034,http://www.wikidata.org/entity/Q3011805
Q12586829,Gilsangsa,Gilsangsa Temple (Seoul),Buddhist temple,37.59913,126.99427,http://www.wikidata.org/entity/Q12586829
Q5295824,Dongbaekdongsan Wetland,Jeju Dongbaekdongsan Wetland,wetland,33.5,126.716666666,http://www.wikidata.org/entity/Q5295824
Q5296014,Dongsam-dong Shell Midden,Dongsam-dong Shell Midden or Shell Mound,archaeological site,35.071198,129.079678,http://www.wikidata.org/entity/Q5296014
Q5297278,Doowon University of Technology,Doowon Technical Junior College,private university,37.0654,127.42222,http://www.wikidata.org/entity/Q5297278
Q5297278,Doowon University of Technology,Duwon Gonggwa Daehak,private university,37.0654,127.42222,http://www.wikidata.org/entity/Q5297278
Q5316832,Duryu Park,Duryugongwon,park,36.847136,128.557787,http://www.wikidata.org/entity/Q5316832
Q5316832,Duryu Park,Duryu Gongwon,park,36.847136,128.557787,http://www.wikidata.org/entity/Q5316832
Q5316832,Duryu Park,Duryu Kongwon,park,36.847136,128.557787,http://www.wikidata.org/entity/Q5316832
Q5322590,EBS International Documentary Festival,EIDF,film festival,37.566666666,126.983333333,http://www.wikidata.org/entity/Q5322590
Q11439401,Daegu Bukbu Police Station,Bukbu Police Station,police station,35.886164,128.582971,http://www.wikidata.org/entity/Q11439401
Q11439401,Daegu Bukbu Police Station,Northern Daegu Police Station,police station,35.886164,128.582971,http://www.wikidata.org/entity/Q11439401
Q11439403,Daegu Seongseo Police Station,Seongseo Police Station,police station,35.853093,128.508794,http://www.wikidata.org/entity/Q11439403
Q11439409,Daegu Fire and Safety Department,Daegu Fire Department,fire department,35.877994444,128.592322222,http://www.wikidata.org/entity/Q11439409
Q11439414,Daegu Dalseong Police Station,Dalseong Police Station,police station,35.691226,128.447375,http://www.wikidata.org/entity/Q11439414
Q11439415,Daegu Dalseo Police Station,Dalseo Police Station,police station,35.830518,128.533574,http://www.wikidata.org/entity/Q11439415
Q11442525,Cheonan Seobuk Police Station,North-West Cheonan Police Station,police station,36.8577608,127.1368927,http://www.wikidata.org/entity/Q11442525
Q11442525,Cheonan Seobuk Police Station,Seobuk Police Station,police station,36.8577608,127.1368927,http://www.wikidata.org/entity/Q11442525
Q11456958,Bucheon Ojeong Police Station,Ojeong Police Station,police station,37.514649,126.800426,http://www.wikidata.org/entity/Q11456958
Q11456960,Bucheon Sosa Police Station,Sosa Police Station,police station,37.480452,126.772419,http://www.wikidata.org/entity/Q11456960
Q11456963,Bucheon Wonmi Police Station,Wonmi Police Station,police station,37.502297,126.777434,http://www.wikidata.org/entity/Q11456963
Q11370972,Gupo Waeseong,Gamgamposeong,Japanese castle in Korea,35.216666666,129.006944444,http://www.wikidata.org/entity/Q11370972
Q11374689,Gyeonggi-do Fire Department,Gyeonggi Fire Department,fire department,37.254613888,127.036669444,http://www.wikidata.org/entity/Q11374689
Q11374691,Gyeonggi Northern Fire Department,Gyeonggi Bukbu Fire Department,fire department,37.731608333,127.044455555,http://www.wikidata.org/entity/Q11374691
Q11376356,Incheon Michuhol Police Station,Incheon Nambu Police Station,police station,37.442675,126.653669,http://www.wikidata.org/entity/Q11376356
Q11376356,Incheon Michuhol Police Station,Nambu Police Station,police station,37.442675,126.653669,http://www.wikidata.org/entity/Q11376356
Q11376356,Incheon Michuhol Police Station,Southern Incheon Police Station,police station,37.442675,126.653669,http://www.wikidata.org/entity/Q11376356
Q11376358,Incheon Bupyeong Police Station,Bupyeong Police Station,police station,37.508055555,126.719166666,http://www.wikidata.org/entity/Q11376358
Q11376359,Incheon Gyeyang Police Station,Gyeyang Police Station,police station,37.537752,126.734716,http://www.wikidata.org/entity/Q11376359
Q11376361,Incheon Ganghwa Police Station,Ganghwa Police Station,police station,37.747768,126.48666,http://www.wikidata.org/entity/Q11376361
Q11376364,Incheon Seobu Police Station,Seobu Police Station,police station,37.544583,126.678251,http://www.wikidata.org/entity/Q11376364
Q11376364,Incheon Seobu Police Station,Western Incheon Police Station,police station,37.544583,126.678251,http://www.wikidata.org/entity/Q11376364
Q11388365,Gwangju Gwangsan Police Station,Gwangsan Police Station,police station,35.152722,126.782709,http://www.wikidata.org/entity/Q11388365
Q11388366,Gwangju Bukbu Police Station,Bukbu Police Station,police station,35.1866844,126.8990104,http://www.wikidata.org/entity/Q11388366
Q11388366,Gwangju Bukbu Police Station,Northern Gwangju Police Station,police station,35.1866844,126.8990104,http://www.wikidata.org/entity/Q11388366
Q11388368,Gwangju Nambu Police Station,Nambu Police Station,police station,35.1228325,126.920563,http://www.wikidata.org/entity/Q11388368
Q11388368,Gwangju Nambu Police Station,Southern Gwangju Police Station,police station,35.1228325,126.920563,http://www.wikidata.org/entity/Q11388368
Q11388369,Gwangju Dongbu Police Station,Dongbu Police Station,police station,35.149415,126.919975,http://www.wikidata.org/entity/Q11388369
Q11388369,Gwangju Dongbu Police Station,Eastern Gwangju Police Station,police station,35.149415,126.919975,http://www.wikidata.org/entity/Q11388369
Q11388370,Gwangju Fire and Safety Headquarters,Gwangju Fire Department,fire department,35.159611111,126.852352777,http://www.wikidata.org/entity/Q11388370
Q11388372,Gwangju Seobu Police Station,Seobu Police Station,police station,35.1508031,126.8421072,http://www.wikidata.org/entity/Q11388372
Q11388372,Gwangju Seobu Police Station,Western Gwangju Police Station,police station,35.1508031,126.8421072,http://www.wikidata.org/entity/Q11388372
Q11389127,Jeollabuk-do Fire Department,Jeonbuk Fire Department,fire department,35.820858333,127.109888888,http://www.wikidata.org/entity/Q11389127
Q11389129,Jeollanam-do Fire Department,Jeonnam Fire Department,fire department,34.817527777,126.462697222,http://www.wikidata.org/entity/Q11389129
Q11426024,Seongnam Jungwon Police Station,Jungwon Police Station,police station,37.442639,127.170381,http://www.wikidata.org/entity/Q11426024
Q11426036,Seongnam Sujeong Police Station,Sujeong Police Station,police station,37.44226,127.126675,http://www.wikidata.org/entity/Q11426036
Q11437828,Daejeon Jungbu Police Station,Jungbu Police Station,police station,36.3266891,127.4225925,http://www.wikidata.org/entity/Q11437828
Q11437828,Daejeon Jungbu Police Station,Central Daejeon Police Station,police station,36.3266891,127.4225925,http://www.wikidata.org/entity/Q11437828
Q11437915,Daejeon Daedeok Police Station,Daedeok Police Station,police station,36.4469141,127.4059272,http://www.wikidata.org/entity/Q11437915
Q11437917,Daejeon Dunsan Police Station,Dunsan Police Station,police station,36.358538,127.3802371,http://www.wikidata.org/entity/Q11437917
Q11437941,Daejeon Dongbu Police Station,Dongbu Police Station,police station,36.321666666,127.440555555,http://www.wikidata.org/entity/Q11437941
Q11437941,Daejeon Dongbu Police Station,Eastern Daejeon Police Station,police station,36.321666666,127.440555555,http://www.wikidata.org/entity/Q11437941
Q11437962,Daejeon Seobu Police Station,Seobu Police Station,police station,36.3087573,127.3729718,http://www.wikidata.org/entity/Q11437962
Q11437962,Daejeon Seobu Police Station,Western Daejeon Police Station,police station,36.3087573,127.3729718,http://www.wikidata.org/entity/Q11437962
Q483134,Korean Peninsula,Korea,peninsula,37.5,127.0,http://www.wikidata.org/entity/Q483134
Q12584516,Goheung,Goheung-eup,eup of South Korea,34.60362,127.26172,http://www.wikidata.org/entity/Q12584516
Q12584516,Goheung,Kohung,eup of South Korea,34.60362,127.26172,http://www.wikidata.org/entity/Q12584516
Q12584534,Gokseong,Gokseong-eup,eup of South Korea,35.27799,127.2688,http://www.wikidata.org/entity/Q12584534
Q12584534,Gokseong,Koksong,eup of South Korea,35.27799,127.2688,http://www.wikidata.org/entity/Q12584534
Q12584554,Gonjiam-eup,Gonjiam,eup of South Korea,37.36107,127.38151,http://www.wikidata.org/entity/Q12584554
Q12584573,Goryak-dong,"Hwanggeum-dong, Gwangyang",dong of South Korea,34.9086,127.63676,http://www.wikidata.org/entity/Q12584573
Q12584638,Gongdo,Gongdo-eup,eup of South Korea,36.99073,127.16891,http://www.wikidata.org/entity/Q12584638
Q12584638,Gongdo,Kongdo,eup of South Korea,36.99073,127.16891,http://www.wikidata.org/entity/Q12584638
Q12584649,Gongnyong Ridge in Seoraksan Mountain,Dinosaur Ridge,protected area,38.145493994,128.450401084,http://www.wikidata.org/entity/Q12584649
Q12585085,Gwangju Gwangsan Fire Station,Gwangsan Fire Station,fire station,35.186197222,126.796538888,http://www.wikidata.org/entity/Q12585085
Q12585089,Gwangju Dongbu Office of Education,Eastern Gwangju Office of Education,board of education,35.170748,126.904801,http://www.wikidata.org/entity/Q12585089
Q12585091,Gwangju Seobu Office of Education,Western Gwangju Office of Education,board of education,35.158486,126.853726,http://www.wikidata.org/entity/Q12585091
Q12585108,Gwangju Metropolitan Government,City Hall (Gwangju),regional local government in South Korea,35.159611,126.852353,http://www.wikidata.org/entity/Q12585108
Q12585108,Gwangju Metropolitan Government,Gwangju City Hall,regional local government in South Korea,35.159611,126.852353,http://www.wikidata.org/entity/Q12585108
Q12585116,Kwangju Christian Hospital,KCH,hospital,35.136745,126.912047,http://www.wikidata.org/entity/Q12585116
Q12585121,Gwangju Nambu Fire Station,Southern Gwangju Fire Station,fire station,35.110469444,126.878405555,http://www.wikidata.org/entity/Q12585121
Q12585125,Gwangju Dongbu Fire Station,Eastern Gwangju Fire Station,fire station,35.154572222,126.914697222,http://www.wikidata.org/entity/Q12585125
Q12585141,Gwangju Seobu Fire Station,Western Gwangju Fire Station,fire station,35.156433333,126.876430555,http://www.wikidata.org/entity/Q12585141
Q12584338,Ilsan Fire Station,Goyang Ilsan Fire Station,fire station,37.663026,126.769591,http://www.wikidata.org/entity/Q12584338
Q12584427,Gochang Seonunsa Camellia Forest,Camellia Forest in Samin ri Gochang,forest,35.497222222,126.577222222,http://www.wikidata.org/entity/Q12584427
Q12584429,"Pine tree at Dosolam, Seonunsa Temple, Asan-myeon, Gochang-gun, Jeollabuk-do",Gochang Seonunsa Dosalam Jangsa Pine,natural monument,35.4811781,126.5639745,http://www.wikidata.org/entity/Q12584429
Q12584429,"Pine tree at Dosolam, Seonunsa Temple, Asan-myeon, Gochang-gun, Jeollabuk-do",Jangsa pine,natural monument,35.4811781,126.5639745,http://www.wikidata.org/entity/Q12584429
Q12584429,"Pine tree at Dosolam, Seonunsa Temple, Asan-myeon, Gochang-gun, Jeollabuk-do",Jangsasong Pine Tree at Dosoram Hermitage of Seonunsa Temple,natural monument,35.4811781,126.5639745,http://www.wikidata.org/entity/Q12584429
Q12584429,"Pine tree at Dosolam, Seonunsa Temple, Asan-myeon, Gochang-gun, Jeollabuk-do",Jinheung Pine,natural monument,35.4811781,126.5639745,http://www.wikidata.org/entity/Q12584429
Q12584447,Gochang-eup,Gochang,eup of South Korea,35.42899,126.70349,http://www.wikidata.org/entity/Q12584447
Q12584447,Gochang-eup,Kochang,eup of South Korea,35.42899,126.70349,http://www.wikidata.org/entity/Q12584447
Q12584481,Gohan,Kohan,eup of South Korea,37.18855,128.8672,http://www.wikidata.org/entity/Q12584481
Q12584481,Gohan,Gohan-eup,eup of South Korea,37.18855,128.8672,http://www.wikidata.org/entity/Q12584481
Q12584491,Geoje Gohyeonseong,Geoje Hyunseong Ko,fortress,34.880555555,128.619444444,http://www.wikidata.org/entity/Q12584491
Q6875957,1999 incheon Beer Hope Fire,incheon Inhyeon-dong Beer Hope Fire,conflagration,37.474742,126.629811,http://www.wikidata.org/entity/Q6875957
Q6934028,Mulyeongari-Oreum,Mulyeongari-oreum,marsh,33.366666666,126.683333333,http://www.wikidata.org/entity/Q6934028
Q6940911,Buddhism Central Museum,Museum of Korean Art,museum,37.57441,126.98212,http://www.wikidata.org/entity/Q6940911
Q6940911,Buddhism Central Museum,Museum of Korean Buddhist Art,museum,37.57441,126.98212,http://www.wikidata.org/entity/Q6940911
Q6961695,Namhae Japanese Castle,Namhae Castle,Japanese castle in Korea,34.848638888,127.911277777,http://www.wikidata.org/entity/Q6961695
Q6961695,Namhae Japanese Castle,Seonso Castle,Japanese castle in Korea,34.848638888,127.911277777,http://www.wikidata.org/entity/Q6961695
Q12591150,Daekyeong Life Science High School,Daekyeong Commercial High School,private school,37.556701,127.017465,http://www.wikidata.org/entity/Q12591150
Q12591150,Daekyeong Life Science High School,DKCHS,private school,37.556701,127.017465,http://www.wikidata.org/entity/Q12591150
Q12591204,Daegu Catholic University Medical Center,DCUMC,university hospital,35.843683,128.567763,http://www.wikidata.org/entity/Q12591204
Q12591209,Daegu Gyeongbuk Institute of Science and Technology,DGIST,research university,35.70527778,128.45711111,http://www.wikidata.org/entity/Q12591209
Q12591211,Daegu-Gyeongbuk Medical Innovation Foundation,DGMIF,organization,35.879142,128.735904,http://www.wikidata.org/entity/Q12591211
Q12591216,Taegu Science University,TSU,educational institution,35.929612,128.543085,http://www.wikidata.org/entity/Q12591216
Q12591216,Taegu Science University,Daegu Science University,educational institution,35.929612,128.543085,http://www.wikidata.org/entity/Q12591216
Q12591218,Daegu Dongbu Office of Education,Eastern Daegu Office of Education,board of education,35.864063,128.591578,http://www.wikidata.org/entity/Q12591218
Q12591222,Daegu Special Rescue Squad,Daegu Fire Aviation Squad,fire station,35.899416666,128.638394444,http://www.wikidata.org/entity/Q12591222
Q12591252,Daegu Nambu Police Station,Nambu Police Station,police station,35.842912,128.583646,http://www.wikidata.org/entity/Q12591252
Q12591252,Daegu Nambu Police Station,Southern Daegu Police Station,police station,35.842912,128.583646,http://www.wikidata.org/entity/Q12591252
Q12591259,Daegu Dalsan Elementary School,Dalsan Elementary School,primary school,35.887983,128.585319,http://www.wikidata.org/entity/Q12591259
Q12591260,Daegu Dalseo Fire Station,Dalseo Fire Station,fire station,35.831094444,128.534763888,http://www.wikidata.org/entity/Q12591260
Q12591262,Daegu Dalseong Fire Station,Dalseong Fire Station,fire station,35.682530555,128.447011111,http://www.wikidata.org/entity/Q12591262
Q12591273,Daegu Dongbu Police Station,Dongbu Police Station,police station,35.874336,128.720489,http://www.wikidata.org/entity/Q12591273
Q12591273,Daegu Dongbu Police Station,Eastern Daegu Police Station,police station,35.874336,128.720489,http://www.wikidata.org/entity/Q12591273
Q12594781,Mangyeong,Mangyeong-eup,eup of South Korea,35.86216,126.82543,http://www.wikidata.org/entity/Q12594781
Q12594781,Mangyeong,Mangyong,eup of South Korea,35.86216,126.82543,http://www.wikidata.org/entity/Q12594781
Q12594802,Namwon Manboksa-ji Temple,Manbok temple,archaeological site,35.406944444,127.362777777,http://www.wikidata.org/entity/Q12594802
Q12594802,Namwon Manboksa-ji Temple,Manboksa,archaeological site,35.406944444,127.362777777,http://www.wikidata.org/entity/Q12594802
Q12594802,Namwon Manboksa-ji Temple,Manboksa temple,archaeological site,35.406944444,127.362777777,http://www.wikidata.org/entity/Q12594802
Q12594802,Namwon Manboksa-ji Temple,Namwon Manboksaji,archaeological site,35.406944444,127.362777777,http://www.wikidata.org/entity/Q12594802
Q12594963,Maepo,Maepo-eup,eup of South Korea,37.04815,128.30129,http://www.wikidata.org/entity/Q12594963
Q12595301,Moseulpo Port,Moseulpo Harbor,port,33.2159843,126.250474,http://www.wikidata.org/entity/Q12595301
Q12595301,Moseulpo Port,Mosulpo Port,port,33.2159843,126.250474,http://www.wikidata.org/entity/Q12595301
Q12595384,Mokcheon,Mokcheon-eup,eup of South Korea,36.78556,127.21188,http://www.wikidata.org/entity/Q12595384
Q12595384,Mokcheon,Mokchon,eup of South Korea,36.78556,127.21188,http://www.wikidata.org/entity/Q12595384
Q12585692,National Forensic Service,NFS,government agency,37.330278,127.974167,http://www.wikidata.org/entity/Q12585692
Q12585701,National Institute of Meteorological Sciences,NIMS,research institute,33.254721,126.560118,http://www.wikidata.org/entity/Q12585701
Q12585707,National Academy of Agricultural Science,NAAS,national academy,35.831361,127.040718,http://www.wikidata.org/entity/Q12585707
Q12585714,Masan National Quarantine Station,National Quarantine Station,quarantine facility,35.195191,128.572035,http://www.wikidata.org/entity/Q12585714
Q12585719,National Research Institute of Cultural Heritage,NRICH,research institute,36.389756,127.392359,http://www.wikidata.org/entity/Q12585719
Q12585723,National Baekdu-daegan Arboretum,Baekdudaegan National Arboretum,garden,37.00851,128.830316,http://www.wikidata.org/entity/Q12585723
Q12585735,National Veterinary Research and Quarantine Service,NVRQS,government agency,37.403683,126.929325,http://www.wikidata.org/entity/Q12585735
Q12585755,National Rehabilitation Center,NRC,hospital,37.638831,127.010548,http://www.wikidata.org/entity/Q12585755
Q12585756,National Disaster Management Research Institute,NDMI,government agency,35.56205,129.3515,http://www.wikidata.org/entity/Q12585756
Q12585770,National Institute of Animal Science,NIAS,facility,35.820835,127.022059,http://www.wikidata.org/entity/Q12585770
Q12585776,National Research Institute of Maritime Heritage,National Maritime Research Institute of Cultural Heritage,research institute,34.791804,126.421679,http://www.wikidata.org/entity/Q12585776
Q12585876,University of Brain Education,UBE,educational institution,36.792545,127.195376,http://www.wikidata.org/entity/Q12585876
Q12585876,University of Brain Education,International Graduate School of Brain Education,educational institution,36.792545,127.195376,http://www.wikidata.org/entity/Q12585876
Q12585885,Gukje Market,Busan Gukje Market,international marketplace,35.101,129.028,http://www.wikidata.org/entity/Q12585885
Q12585885,Gukje Market,Gukje Sijang,international marketplace,35.101,129.028,http://www.wikidata.org/entity/Q12585885
Q12585885,Gukje Market,Gukjesijang,international marketplace,35.101,129.028,http://www.wikidata.org/entity/Q12585885
Q12585885,Gukje Market,International Market,international marketplace,35.101,129.028,http://www.wikidata.org/entity/Q12585885
Q12585920,Korea Research Institute For Human Settlements,Korea Research Institute for Human Settlements,research institute,36.491777098,127.300560171,http://www.wikidata.org/entity/Q12585920
